Name,Formula,Area_Blank,Area_1_2,Area_1_1,Area_100_2,Area_100_1,Area_25_2,Area_25_1,Area_873_2,Area_873_1,Area_50_2,Area_50_1,Area_Std1,Area_Std2,Area_Std3,Group_Area_NaCl_1,Group_Area_NaCl_25,Group_Area_NaCl_50,Group_Area_NaCl_100,Group_Area_NaCl_400,Group_Area_Std1,Group_Area_Std2,Group_Area_Std3,Ratio_NaCl_1,Ratio_NaCl_25,Ratio_NaCl_50,Ratio_NaCl_100,Ratio_NaCl_400,Ratio_Std1,Ratio_Std2,Ratio_Std3
,C H3 O2 P S2,105007.8117,171615.0851,169323.1594,297013.0968,381684.3646,230484.2897,243882.1619,103343167.7,25296079.72,217255.4026,226018.9586,1620301.386,598501.8841,293710.9911,170469.1222,237183.2258,221637.1806,339348.7307,64319623.73,1620301.386,598501.8841,293710.9911,1.872,2.604,2.434,3.726,706.285,17.792,6.572,3.225
Stachydrine,C7 H13 N O2,60690.59685,3872689.92,5361314.127,32908588.26,26155302.43,8665668.935,6734833.359,3105846.385,7376564.175,3055282.88,2795119.441,135417.6969,361133.3866,560475.9022,4617002.023,7700251.147,2925201.161,29531945.35,5241205.28,135417.6969,361133.3866,560475.9022,17.588,29.333,11.143,112.497,19.965,0.516,1.376,2.135
ascopyrone M,C6 H8 O4,130796.6179,16457473.44,10726111.41,5551568.353,9287515.989,17553852.82,18409127.13,1269066.443,2376522.72,11049401.39,13333234.58,12742236.99,29836967.33,27684192.29,13591792.43,17981489.98,12191317.98,7419542.171,1822794.581,12742236.99,29836967.33,27684192.29,146.072,193.248,131.021,79.738,19.59,136.942,320.66,297.524
Allysine,C6 H11 N O3,357216.0696,9176336.57,5884100.755,4517684.727,12114622.29,5752626.881,3010026.283,14692999.96,24049111.25,2604165.203,3150044.641,8236857.597,24122902.25,9108199.059,7530218.662,4381326.582,2877104.922,8316153.507,19371055.6,8236857.597,24122902.25,9108199.059,24.872,14.471,9.503,27.468,63.981,27.206,79.676,30.084
alpha-Ketoglutaric acid,C5 H6 O5,65975.88737,3613348.846,4047454.401,14095590.54,21654541.58,6698312.433,5560419.694,15038967.89,20227640.08,6160687.242,7343711.492,7934782.608,12301680.86,3136085.054,3830401.623,6129366.064,6752199.367,17875066.06,17633303.99,7934782.608,12301680.86,3136085.054,68.154,109.06,120.142,318.051,313.749,141.184,218.884,55.8
Glutamine,C5 H10 N2 O3,1022308.124,73148291.28,74307554.79,333955097.9,372625294.8,126099385.2,91689282.71,57702397.68,369108024.6,289022007.8,246512922.9,3228852582,2177690063,1084602255,73727923.04,108894334,267767465.4,353290196.3,213405211.2,3228852582,2177690063,1084602255,897.879,1326.145,3260.945,4302.464,2598.906,39321.841,26520.499,13208.58
DL-Lysine,C6 H14 N2 O2,211846.8601,65363196.65,60912307.51,59354515.17,22522126.58,82941610.03,49689024.59,12457747.24,39255247.03,38601283.1,32920091.64,1238037.864,229686.1502,165118.2781,63137752.08,66315317.31,35760687.37,40938320.88,25856497.14,1238037.864,229686.1502,165118.2781,646.569,679.109,366.211,419.233,264.786,12.678,2.352,1.691
Glutamic Acid,C5 H9 N O4,3874120.573,1311413291,1217217734,5306929366,6069645381,2177238972,2256686744,1387365393,2371240774,2811198175,2999974608,2251098550,9720176626,3758434727,1264315513,2216962858,2905586392,5688287374,1879303083,2251098550,9720176626,3758434727,2221.716,3895.753,5105.835,9995.73,3302.401,3955.738,17080.758,6604.501
(+/-)-2-Hydroxyglutaric acid,C5 H8 O5,183033.5642,5019321.219,3802189.712,55610405.9,97194353.46,12316682.12,16815508.25,27154609.08,60327874.81,27407434.43,50020199.35,2468372.758,34422833.59,5689383.397,4410755.466,14566095.18,38713816.89,76402379.68,43741241.94,2468372.758,34422833.59,5689383.397,16.684,55.099,146.441,289.004,165.458,9.337,130.21,21.521
Ethyl 3-(Methylthio)propionate,C6 H12 O2 S,31546.74589,4401411.847,3201715.628,348060.7922,2843383.746,891771.1607,594407.1328,11649320.28,48077691.4,2185257.944,1255397.317,899552759.4,6922016.78,1814519.192,3801563.738,743089.1468,1720327.631,1595722.269,29863505.84,899552759.4,6922016.78,1814519.192,110.726,21.643,50.107,46.478,869.814,26200.668,201.613,52.85
,C6 H14 P2,54550.27662,7178100.905,8622268.309,61302269.29,57892625.12,17180209.5,18243701.89,1019241.541,5243793.308,24441110.5,27553367.1,1111477.92,124490783.2,16222378.51,7900184.607,17711955.69,25997238.8,59597447.2,3131517.424,1111477.92,124490783.2,16222378.51,556.655,1248.002,1831.792,4199.297,220.65,78.316,8771.747,1143.045
DL-Mevalonic acid,C6 H12 O4,24366.64364,25872295.89,32037951.67,37730732.87,28768193.38,28560649.68,28803047.26,148462.1418,1002748.876,20882274.43,31457000.15,457494.3698,341444.5761,245294.5204,28955123.78,28681848.47,26169637.29,33249463.12,575605.509,457494.3698,341444.5761,245294.5204,1290.64,1278.459,1166.48,1482.055,25.657,20.392,15.219,10.934
L-(-)-methionine,C5 H11 N O2 S,9179.937313,24948461.34,21292902.13,23775141.34,39285593.7,33911580.75,32559650.19,3153062.393,12930701.08,23526510.69,28266926.81,404947.9681,206591.522,151337.9937,23120681.73,33235615.47,25896718.75,31530367.52,8041881.734,404947.9681,206591.522,151337.9937,1050.535,1510.128,1176.67,1432.646,365.399,18.4,9.387,6.876
Triethanolamine,C6 H15 N O3,65866.90212,9193366.59,3883646.014,5419923.603,2570213.65,6295237.403,4125371.283,155530.8058,167857.4364,5679850.361,8416242.639,7531373.69,14105271.07,9034304.876,6538506.302,5210304.343,7048046.5,3995068.626,161694.1211,7531373.69,14105271.07,9034304.876,11.46,9.132,12.353,7.002,0.283,13.2,24.721,15.834
Guanine,C5 H5 N5 O,21774.1473,7732642.181,9374535.366,10648923.55,6960348.983,19705404.84,23280609.42,3226480.474,5674430.702,6271459.728,6478493.283,565788.4211,161551.7501,106227.0758,8553588.773,21493007.13,6374976.506,8804636.269,4450455.588,565788.4211,161551.7501,106227.0758,289.69,727.917,215.905,298.192,150.726,19.162,5.471,3.598
3-[hydroxy(oxido)phosphoranyl]pyruvic acid,C3 H5 O5 P,18587.17323,337523.072,354848.3395,218377.5909,236533.5056,333033.3273,324420.6937,636655.4376,718844.6148,232080.4824,252067.5925,56524698.29,1630209.359,290221.7398,346185.7058,328727.0105,242074.0375,227455.5482,677750.0262,56524698.29,1630209.359,290221.7398,27.711,26.314,19.378,18.207,54.253,4524.688,130.495,23.232
3-[hydroxy(oxido)phosphoranyl]pyruvic acid,C3 H5 O5 P,10677.20179,137743.6408,121193.8823,317362.4071,352266.782,280202.8275,121796.0292,68337.14102,115582.0189,224764.9523,151542.6052,352004.3612,27468970.66,8458283.694,129468.7616,200999.4284,188153.7787,334814.5946,91959.57995,352004.3612,27468970.66,8458283.694,11.003,17.082,15.99,28.453,7.815,29.914,2334.391,718.809
Xanthine,C5 H4 N4 O2,12673.38787,22928628.5,15494107.78,42416875.53,37668218.89,11958500.27,12481227.66,5754270.771,4011347.046,32769118.78,21639316.76,914786.0733,252066.5005,234489.7544,19211368.14,12219863.97,27204217.77,40042547.21,4882808.908,914786.0733,252066.5005,234489.7544,1475.699,938.654,2089.66,3075.821,375.067,70.268,19.362,18.012
3-Amino-5-hydroxybenzoic acid,C7 H7 N O3,32953.27223,17066702.1,19954308.44,17032933.03,23535900.49,20814781.99,16335025.27,110032.7415,153395.3758,16999418.65,19797745.26,233014.6932,268054.7573,214771.0508,18510505.27,18574903.63,18398581.96,20284416.76,131714.0586,233014.6932,268054.7573,214771.0508,551.099,553.017,547.767,603.913,3.921,6.937,7.981,6.394
DL-Histidine,C6 H9 N3 O2,15045.71808,13565407.45,16686932.03,20455811.86,15948927.72,42403123.42,15069106.98,193982.1314,175156.5473,73763620.05,56372052.84,146145.8242,1436315.64,1358130.407,15126169.74,28736115.2,65067836.45,18202369.79,184569.3394,146145.8242,1436315.64,1358130.407,138.167,262.485,594.35,166.266,1.686,1.335,13.12,12.406
Orotic acid,C5 H4 N2 O4,34853.44315,596219315.7,658152688.7,1455649424,1190989662,737749907.1,654435920.2,224106259.6,281539759,908777682,748757369.8,523271.0614,518509.13,342201.8277,627186002.2,696092913.7,828767525.9,1323319543,252823009.3,523271.0614,518509.13,342201.8277,16486.241,18297.531,21785.022,34784.839,6645.717,13.755,13.63,8.995
,C2 H3 N7 O2,14024.42874,21338.17688,18459.35696,21617.79276,26706.3188,22246.57949,23031.60538,1657722.697,3269699.847,20093.51703,17668.29585,16156451.16,42468.73978,29494.75207,19898.76692,22639.09243,18880.90644,24162.05578,2463711.272,16156451.16,42468.73978,29494.75207,1.42,1.615,1.347,1.724,175.785,1152.758,3.03,2.104
2-Aminomuconic acid,C6 H7 N O4,24151.37581,23273090.73,28012961.26,160075615.6,92699953.72,94566108.69,87950908.83,32654430.59,67804243.88,66622217.44,100800027.4,35604097.33,5482259.447,2637987.631,25643026,91258508.76,83711122.42,126387784.7,50229337.24,35604097.33,5482259.447,2637987.631,1246.339,4435.475,4068.646,6142.878,2441.317,1730.481,266.457,128.215
"4,5-Dihydroorotic acid",C5 H6 N2 O4,69417.0921,64407087.05,95964752.57,398084332.8,357683416.6,109323543.4,91832247.21,58233526.76,80721840.75,141695289.4,155558947.2,450397.8869,373418.1241,403840.1693,80185919.81,100577895.3,148627118.3,377883874.7,69477683.76,450397.8869,373418.1241,403840.1693,1784.824,2238.721,3308.228,8411.156,1546.474,10.025,8.312,8.989
,C7 H14 N2 O2,246236.7216,2510232.36,9237412.326,96085.34677,96093.59659,216150.7021,71882.90249,94189.97504,89895.98521,138616.0872,88412.31451,78373.27021,83480.33992,81567.23631,5873822.343,144016.8023,113514.2009,96089.47168,92042.98012,78373.27021,83480.33992,81567.23631,20.74,0.509,0.401,0.339,0.325,0.277,0.295,0.288
,C7 H17 N3 O,21457.78527,76732253.2,62524185.69,10238678.66,19815981.47,52768256.06,54939530.96,13516670.78,7535575.476,10449960.48,11849350.6,20287.90458,19515.80757,19666.56339,69628219.45,53853893.51,11149655.54,15027330.07,10526123.13,20287.90458,19515.80757,19666.56339,3355.008,2594.928,537.242,724.086,507.197,0.978,0.94,0.948
,C4 H6 N2 O P2,24640.25664,191000587.7,186616293.9,100200191.4,181321849.2,203637323.4,210868155.3,2993887.118,9125861.296,133591564.2,142354444.6,118369953,110591867.9,115607610.8,188808440.8,207252739.3,137973004.4,140761020.3,6059874.207,118369953,110591867.9,115607610.8,6173.979,6777.102,4511.676,4602.843,198.156,3870.662,3616.321,3780.334
D-Alanyl-D-alanine,C6 H12 N2 O3,28665.83785,25631485.93,20531704.15,22665699.69,23066070.95,29577566.42,20379496.67,1320239.173,14288021.46,27091695.72,26259629.69,580863.1885,361221.2461,127405.3909,23081595.04,24978531.55,26675662.7,22865885.32,7804130.317,580863.1885,361221.2461,127405.3909,414.326,448.377,478.841,410.454,140.088,10.427,6.484,2.287
,C6 H12 N P S,12653.07257,71131.11886,67680.37586,96349.90603,137928.9004,65906.05364,111577.5223,988583.0051,4220262.6,59105.70859,61673.04853,285359578.7,83533.73308,54901.70286,69405.74736,88741.78796,60389.37856,117139.4032,2604422.803,285359578.7,83533.73308,54901.70286,5.837,7.463,5.078,9.851,219.015,23996.915,7.025,4.617
.alpha.-Aminoadipic acid,C6 H11 N O4,119915.258,23405551.42,10310256.16,296902.9545,347677.7131,3352874.617,144648.0569,221243.4418,289009.1148,1855474.434,1667143.776,666747.4005,448796.0382,325953.7278,16857903.79,1748761.337,1761309.105,322290.3338,255126.2783,666747.4005,448796.0382,325953.7278,163.064,16.916,17.037,3.117,2.468,6.449,4.341,3.153
.alpha.-Aminoadipic acid,C6 H11 N O4,100204.701,13380942.71,14834156.22,17793476.76,29863031.34,15847397.26,15958527.31,14977841.06,26626850.09,15119258.21,13149938.64,6622738.847,21665472.1,20016823.61,14107549.47,15902962.29,14134598.42,23828254.05,20802345.58,6622738.847,21665472.1,20016823.61,129.291,145.745,129.539,218.378,190.646,60.695,198.556,183.447
6-Deoxy-alpha-D-arabino-hexopyranos-3-ulose,C6 H10 O5,134901.8778,44047917.28,26675184.28,13168923.67,21458752.9,44965536.14,46333933.19,4345307.113,4291780.833,26948303.12,31150815.61,23963189.79,66986674.98,62222349.83,35361550.78,45649734.67,29049559.37,17313838.29,4318543.973,23963189.79,66986674.98,62222349.83,134.837,174.067,110.769,66.019,16.467,91.374,255.427,237.26
pterin,C6 H5 N5 O,9860.819552,16537499.06,13114992.11,13161413.16,9962172.232,14655030.15,15612689.67,987292.3666,1218789.229,16052385.07,7327917.162,504314.7944,130157.1203,80915.67679,14826245.58,15133859.91,11690151.11,11561792.69,1103040.798,504314.7944,130157.1203,80915.67679,1811.019,1848.594,1427.947,1412.268,134.736,61.602,15.899,9.884
1-Methylguanine,C6 H7 N5 O,46764.2112,46160227.32,46138974.46,126043238.3,79304236.03,93950255.62,62933419.25,1189386.322,45599477.16,115439611.5,47031157.26,509212.8604,146989.0834,81599.08488,46149600.89,78441837.43,81235384.39,102673737.2,23394431.74,509212.8604,146989.0834,81599.08488,3656.245,6214.627,6435.948,8134.421,1853.445,40.343,11.645,6.465
"3-(2,6-Dioxocyclohexyl)propanenitrile",C9 H11 N O2,18054.65445,127416.5394,121103.7213,203181.3842,274742.0645,115525.6649,209323.3411,38284823.52,76364538.18,109701.0234,121838.3226,637947.6646,175297.7602,116887.0561,124260.1304,162424.503,115769.673,238961.7243,57324680.85,637947.6646,175297.7602,116887.0561,7.138,9.33,6.65,13.726,3292.767,36.644,10.069,6.714
DL-Phenylalanine,C9 H11 N O2,290221.3403,21618871.02,14821885.26,20241032.43,19888727.47,21744901,18587729.42,1578269.628,4895927.721,21833658.75,16719938.12,940585.8501,404377.9917,1174841.056,18220378.14,20166315.21,19276798.43,20064879.95,3237098.675,940585.8501,404377.9917,1174841.056,119.939,132.749,126.893,132.081,21.309,6.192,2.662,7.734
Phosphoenolpyruvic acid,C3 H5 O6 P,7629.315064,8862515.741,13798852,25158283.39,16914559.65,16157339.14,10265490.65,134978.9429,525720.7677,19511796.31,21784445.55,211661.3261,227174.6414,122019.4645,11330683.87,13211414.89,20648120.93,21036421.52,330349.8553,211661.3261,227174.6414,122019.4645,1705.38,1988.449,3107.747,3166.19,49.721,31.857,34.192,18.365
,C4 H13 N2 O3 P,16664.67429,42693909.37,38836314.23,2583779.009,1641251.799,35007873.53,35252564.44,273134.4734,234622.1798,3771772.398,2498879.199,199437.7823,89626.02752,80948.7262,40765111.8,35130218.98,3135325.799,2112515.404,253878.3266,199437.7823,89626.02752,80948.7262,1867.749,1609.573,143.652,96.79,11.632,9.138,4.106,3.709
,C3 H3 N7 O2,17838.62541,133308.047,126719.4659,2732666.193,3907679.902,142020.5507,993321.6054,25251454.43,50332735.08,1730595.692,1825168.712,1126688.388,3888686.546,1229108.337,130013.7564,567671.0781,1777882.202,3320173.047,37792094.75,1126688.388,3888686.546,1229108.337,6.504,28.396,88.933,166.081,1890.432,56.359,194.519,61.482
,C3 H3 N7 O2,59738.59481,373214.2371,308965.7334,3146137.225,953979.4618,1813603.085,2087889.813,33419474.84,93822735.38,2085734.994,2315861.621,336984766.5,7141603.898,15661560.48,341089.9853,1950746.449,2200798.307,2050058.343,63621105.11,336984766.5,7141603.898,15661560.48,6.025,34.455,38.872,36.21,1123.721,5952.064,126.14,276.626
,C9 H O2 P,20057.1741,197117.7596,193491.5874,11471926.78,29367679.62,14251031.21,13501579.13,13265456.78,4870958.728,10596207.03,11724375.72,1537535.54,35157683.53,47066610.92,195304.6735,13876305.17,11160291.38,20419803.2,9068207.753,1537535.54,35157683.53,47066610.92,11.225,797.553,641.448,1173.647,521.203,88.371,2020.72,2705.196
Glycerol 3-phosphate,C3 H9 O6 P,6776.318093,9152779.349,5303704.917,6879008.271,10315638.44,4497443.339,3988985.402,34774.64504,114500.7681,9697749.346,7452210.308,56584.01315,134353.9905,33248.3505,7228242.133,4243214.37,8574979.827,8597323.354,74637.70655,56584.01315,134353.9905,33248.3505,1174.63,689.546,1393.482,1397.113,12.129,9.195,21.833,5.403
Gly-l-pro,C7 H12 N2 O3,80022.32456,2019334.931,2851868.029,1111337.898,1444842.826,4088017.435,2162111.181,209897.7783,1403965.835,1690115.435,2321731.765,676432.7343,1737467.061,13837049.85,2435601.48,3125064.308,2005923.6,1278090.362,806931.8066,676432.7343,1737467.061,13837049.85,27.175,34.868,22.381,14.26,9.003,7.547,19.386,154.387
,C10 H11 N3,6874.277782,9359041.807,8271205.249,12367216.82,10835692.93,8466108.76,8896172.872,81534.0026,357965.4658,10540814.56,9211718.901,861007.1278,9471421.521,8509230.242,8815123.528,8681140.816,9876266.729,11601454.88,219749.7342,861007.1278,9471421.521,8509230.242,1413.94,1392.449,1584.147,1860.866,35.248,138.105,1519.21,1364.875
(E)-Aconitic Acid,C6 H6 O6,30659.33828,776013.6085,815846.8658,851339.5117,3047840.743,765691.046,745889.3748,1427434.007,1162815.679,1458149.857,607881.7681,48224340.22,20236250.8,1866568.953,795930.2372,755790.2104,1033015.812,1949590.128,1295124.843,48224340.22,20236250.8,1866568.953,8.994,8.54,11.673,22.03,14.634,544.919,228.663,21.092
(E)-2-[(2S)-2-Amino-2-carboxyethoxy]-2-hydroxyethenediazonium,C5 H8 N3 O4,31074.95213,324485.8091,288505.8176,282625.9476,357469.8767,193997.7932,272352.8671,15473955.67,49240435.14,219917.975,200406.7678,1141514.113,329508.7895,190308.2196,306495.8134,233175.3301,210162.3714,320047.9122,32357195.4,1141514.113,329508.7895,190308.2196,13.524,10.289,9.273,14.122,1427.74,50.369,14.539,8.397
N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,111860.8602,13156085.83,10100047.51,4007824.86,11164937.24,28161406.95,14531785.08,159029.1221,4060692.662,12042180.34,13379856.26,493353.115,136795.9227,455815.1232,11628066.67,21346596.02,12711018.3,7586381.05,2109860.892,493353.115,136795.9227,455815.1232,246.259,452.079,269.194,160.665,44.683,10.448,2.897,9.653
DL-Arginine,C6 H14 N4 O2,392079.1408,236995445,143420232.3,85635758.65,116006483.5,42519810.51,52603523.72,51608423.21,68928632.46,130747597.3,105512434.5,104879.5578,132941.4307,2793099.271,190207838.7,47561667.11,118130015.9,100821121.1,60268527.83,104879.5578,132941.4307,2793099.271,623.362,155.872,387.144,330.418,197.516,0.344,0.436,9.154
N-Acetyl-L-aspartic acid,C6 H9 N O5,91261.93023,151561173.7,163363964.3,1508981410,1352400111,539258182.5,489079278.9,253524547.6,433679331.7,602508361.3,692000556.4,486794.8633,1066630.329,704068.3494,157462569,514168730.7,647254458.9,1430690761,343601939.7,486794.8633,1066630.329,704068.3494,3656.368,11939.281,15029.605,33221.428,7978.626,11.304,24.768,16.349
DL-Citrulline,C6 H13 N3 O3,144822.4051,7229581.137,4653724.201,3201808.756,7215389.822,31455625.99,16239957.06,219029.1439,7229935.117,4009778.364,10277558.58,679490.0773,461740.3589,795458.0881,5941652.669,23847791.53,7143668.472,5208599.289,3724482.131,679490.0773,461740.3589,795458.0881,126.42,507.409,151.996,110.823,79.246,14.457,9.824,16.925
Ureidosuccinic acid,C5 H8 N2 O5,39848.22022,190782829.9,190412818.5,1036215504,1257979420,427449272.6,445043309.6,109399081.2,198861688,474038541.2,592970927.6,5099863.426,2719889.986,855737.7725,190597824.2,436246291.1,533504734.4,1147097462,154130384.6,5099863.426,2719889.986,855737.7725,4310.07,9865.025,12064.372,25939.808,3485.417,115.325,61.506,19.351
2-oxo-6-methylthiohexanoic acid,C7 H12 O3 S,20596.4996,5535282.827,6111206.461,59493216.85,31818508.46,20105503.31,20063664.13,10348699.9,19009991.03,25694506.37,30197611.81,212042.3639,207804.2228,162351.8171,5823244.644,20084583.72,27946059.09,45655862.66,14679345.46,212042.3639,207804.2228,162351.8171,215.643,743.761,1034.883,1690.702,543.597,7.852,7.695,6.012
,C5 H8 N O2 P S,10765.60491,77911.5658,74051.45831,124239.5992,167996.9063,70640.63652,127995.23,157748.3283,716241.4424,67079.03498,74500.64593,24952406.98,102716.1574,64659.16767,75981.51205,99317.93327,70789.84045,146118.2528,436994.8853,24952406.98,102716.1574,64659.16767,7.165,9.365,6.675,13.778,41.207,2352.911,9.686,6.097
Pyrophosphoric Acid,H4 O7 P2,27609.16207,446342390.1,549353697.8,520322164.6,854568286.5,772236072.5,723430982.5,2273230.895,30446755.6,493030404.7,576672425.7,5109496.57,1053815534,919040892.5,497848044,747833527.5,534851415.2,687445225.6,16359993.25,5109496.57,1053815534,919040892.5,18942.137,28453.592,20350.042,26155.936,622.465,194.406,40095.604,34967.695
Glucosamine,C6 H13 N O5,111561.089,32777187.63,26480570,27961945.65,46857432.01,28559972.83,32537275.81,15510898.09,29331511.52,22225001.49,21914627.18,9647263.387,37557097.36,49508284.71,29628878.82,30548624.32,22069814.33,37409688.83,22421204.8,9647263.387,37557097.36,49508284.71,245.078,252.686,182.553,309.438,185.459,79.798,310.657,409.513
beta-D-Mannopyranose,C6 H12 O6,153725.4706,111320481.4,57135094.63,52477700.49,57796252.37,110529127.9,124601950.2,11181712,10999180.04,69715688.11,83113651.4,39959544.83,173681512,108301857.8,84227788.03,117565539.1,76414669.76,55136976.43,11090446.02,39959544.83,173681512,108301857.8,414.99,579.245,376.495,271.66,54.643,196.88,855.728,533.603
D-Glucopyranose,C6 H12 O6,20710.88798,3222009.044,15990650.75,2110457.424,24126849.59,3177490.34,33521633.82,57288898.97,57241637.11,3109696.19,1994648.483,69236732.28,2557723.452,4717127.131,9606329.899,18349562.08,2552172.337,13118653.51,57265268.04,69236732.28,2557723.452,4717127.131,36.26,69.262,9.633,49.517,216.153,261.34,9.654,17.805
DL-Phosphinothricin,C5 H12 N O4 P,23911.13494,192967.3029,150439.3093,259068.3376,354395.1689,152999.315,277222.6225,53424413.74,57390364.92,186149.7863,128977.4426,553380.558,183081.0723,118161.3542,171703.3061,215110.9688,157563.6144,306731.7533,55407389.33,553380.558,183081.0723,118161.3542,7.585,9.503,6.961,13.55,2447.715,24.447,8.088,5.22
DL-TYROSINE,C9 H11 N O3,11659.54937,17452521.97,12496239.39,17471191.46,23134003.61,17325949.32,18313543.78,3148243.521,4004347.073,18694125.34,17753318.85,3519636.801,379866.2845,411913.3861,14974380.68,17819746.55,18223722.09,20302597.53,3576295.297,3519636.801,379866.2845,411913.3861,628.396,747.801,764.754,851.993,150.078,147.701,15.941,17.286
MFCD00661061,C3 H6 N2 O7,711725.3384,277144.8752,189758.4942,55927781.94,86507580.06,33990466.98,28901875.13,19233347.41,1351007.561,26648294.32,22939547.87,4364235.246,54269718.27,39596095.71,233451.6847,31446171.05,24793921.1,71217681,10292177.48,4364235.246,54269718.27,39596095.71,0.288,38.82,30.608,87.917,12.706,5.388,66.995,48.881
Hexitol,C6 H14 O6,32775.23327,117080.9581,186552.2583,98794.40003,277887.3743,90545.02871,832374.4912,151444995.2,296201377.4,92716.07949,87272.86678,1409276.446,147059.4518,89718.93199,151816.6082,461459.76,89994.47314,188340.8872,223823186.3,1409276.446,147059.4518,89718.93199,5.421,16.479,3.214,6.726,7992.796,50.326,5.252,3.204
,C4 H7 N7 O2,12064.28938,15546.69857,15960.11542,18690.9256,20173.28629,19234.5799,17205.29675,1014531.979,1059421.752,14595.16218,15276.15732,26673437.48,36718.82992,21741.43289,15753.40699,18219.93832,14935.65975,19432.10594,1036976.866,26673437.48,36718.82992,21741.43289,1.3,1.504,1.233,1.604,85.574,2201.16,3.03,1.794
"3-Hydroxy-2,4,5-pyridinetrimethanol",C8 H11 N O4,16927.86087,29314751.98,29269251.12,40082597.44,30785139.1,33214833.79,30350963.63,11703111,14351593.27,23701646.43,27993585.71,125009.9278,431969.038,736870.5062,29292001.55,31782898.71,25847616.07,35433868.27,13027352.13,125009.9278,431969.038,736870.5062,786.33,853.197,693.867,951.205,349.713,3.356,11.596,19.781
D-(-)-3-Phosphoglyceric acid,C3 H7 O7 P,22886.75767,42545515.52,61005005.66,76854812.13,63078170.02,62453965.3,54190835,1286320.055,961695.2194,64269932.58,89400641.63,2526117.515,1644963.26,878634.9409,51775260.59,58322400.15,76835287.1,69966491.08,1124007.637,2526117.515,1644963.26,878634.9409,2538.918,2859.972,3767.794,3430.967,55.118,123.874,80.665,43.086
ALA-PRO,C8 H14 N2 O3,79170.82005,114932370.1,77240335.23,10485018.54,14832487.47,51277596.58,44478129.89,181352.9808,213844.0548,11525307.82,11749536.32,128803.7406,2665291.292,1470197.721,96086352.69,47877863.24,11637422.07,12658753,197598.5178,128803.7406,2665291.292,1470197.721,1272.688,634.155,154.141,167.668,2.617,1.706,35.302,19.473
,C7 H4 N6 O,16621.89002,154154.6861,137472.24,179862.8596,213055.9754,145476.6404,395318.3754,25684651.1,25404664.78,106455.3268,116402.206,1199795.482,213353.3487,186607.8525,145813.463,270397.5079,111428.7664,196459.4175,25544657.94,1199795.482,213353.3487,186607.8525,9.419,17.467,7.198,12.691,1650.085,77.502,13.782,12.054
Aceglutamide,C7 H12 N2 O4,31131.17771,6223659.357,7330145.492,35574465.42,25664181.64,12428568.34,11067440.34,1861194.618,520790.8252,16953646.16,14999643.31,9045467.721,3293285.897,1494088.849,6776902.425,11748004.34,15976644.73,30619323.53,1190992.722,9045467.721,3293285.897,1494088.849,43.11,74.732,101.632,194.778,7.576,57.541,20.95,9.504
Ne-Acetyllysine,C8 H16 N2 O3,13913.02993,38321391.59,25818420.61,38323085.54,10558411.73,14840858.49,11744313.18,156638.1108,150556.7022,31229891.21,21241991.6,160850.4637,294424.2978,773523.4908,32069906.1,13292585.84,26235941.41,24440748.64,153597.4065,160850.4637,294424.2978,773523.4908,385.075,159.609,315.024,293.469,1.844,1.931,3.535,9.288
N-Acetyl-L-glutamic acid,C7 H11 N O5,23988.89428,14456999.73,19888751.46,76754668.22,84157556.41,86291557.48,81245108.64,30292322.19,77413810.03,32677606.98,84954362.39,35718559.1,8777483.889,3986711.822,17172875.59,83768333.06,58815984.68,80456112.32,53853066.11,35718559.1,8777483.889,3986711.822,413.69,2017.955,1416.86,1938.165,1297.305,860.45,211.447,96.039
,C6 H10 N2 O3 S,6086.748913,5277162.939,5169282.127,3587298.823,2561686.251,11508593.7,13309849.97,338086.0601,348095.0578,4422851.233,7054851.42,73982.10056,121979.0028,30185.9336,5223222.533,12409221.84,5738851.326,3074492.537,343090.559,73982.10056,121979.0028,30185.9336,926.662,2201.545,1018.141,545.452,60.868,13.125,21.641,5.355
4-(trifluoromethyl)nicotinic acid,C7 H4 F3 N O2,33135.09779,231795.2697,208472.7989,369737.6803,501244.8663,212020.3527,384164.0613,86772639.79,97740374.76,179388.5859,213412.0076,442595768.1,257730.2787,170269.7537,220134.0343,298092.207,196400.2968,435491.2733,92256507.27,442595768.1,257730.2787,170269.7537,6.974,9.444,6.222,13.797,2922.774,14021.856,8.165,5.394
Triisopropanolamine,C9 H21 N O3,647498.47,92362622.86,114177343.9,1162026267,784664167.7,55462577.77,37349722.76,127284798.6,271818118,38542301.76,499844894.1,37140988.37,22066589.61,15183407.38,103269983.4,46406150.27,269193597.9,973345217.5,199551458.3,37140988.37,22066589.61,15183407.38,114.587,51.492,298.695,1080.015,221.42,41.211,24.485,16.847
Citric Acid,C6 H8 O7,91139.05378,766993.2695,279151.5374,6946776.958,6321361.546,1061578.834,898225.5663,95742.43353,92184.82272,2916991.297,2094662.868,1341627098,1044052619,51505083.72,523072.4034,979902.2,2505827.083,6634069.252,93963.62812,1341627098,1044052619,51505083.72,11.563,21.662,55.395,146.656,2.077,29658.643,23080.32,1138.596
