Name,Formula,Area_Blank,Area_1_2,Area_1_1,Area_100_2,Area_100_1,Area_25_2,Area_25_1,Area_873_2,Area_873_1,Area_50_2,Area_50_1,Area_Std1,Area_Std2,Area_Std3,Group_Area_NaCl_1,Group_Area_NaCl_25,Group_Area_NaCl_50,Group_Area_NaCl_100,Group_Area_NaCl_400,Group_Area_Std1,Group_Area_Std2,Group_Area_Std3,Ratio_NaCl_1,Ratio_NaCl_25,Ratio_NaCl_50,Ratio_NaCl_100,Ratio_NaCl_400,Ratio_Std1,Ratio_Std2,Ratio_Std3
,C9 H21 N O5 S,11469.52013,7609388.629,3449629.885,2389093.128,27347.85017,9906489.965,9474951.227,1165650.48,629377.6293,4565029.853,3663662.818,220027.1364,416850.8867,1020170.136,5529509.257,9690720.596,4114346.336,1208220.489,897514.0548,220027.1364,416850.8867,1020170.136,258.243,452.582,192.151,56.427,41.916,10.276,19.468,47.645
,C30 H20 N9 O14 P,7317.684947,34992.11588,9498.576159,10050.0497,10199095.92,130575.4959,53746.60752,12405.39469,17350.86318,9316.272947,9723.697512,48066.76139,9596.602985,9312.81912,22245.34602,92161.05173,9519.98523,5104572.984,14878.12893,48066.76139,9596.602985,9312.81912,3.104,12.861,1.328,712.333,2.076,6.708,1.339,1.3
MFCD00037215,C8 H14 N2 O5,11242.70253,1466130.828,1226626.468,4540812.334,3116437.871,1707833.938,1876497.302,4343126.308,28529766.19,2361981.706,2791545.898,161928.6401,21996.41217,12939.26405,1346378.648,1792165.62,2576763.802,3828625.102,16436446.25,161928.6401,21996.41217,12939.26405,117.104,155.878,224.12,333.004,1429.598,14.084,1.913,1.125
,C12 H23 Cl O11,14680.30956,51915.9351,51938.44563,61526.2313,45227.68679,45716.49471,44416.22511,29107755.07,1563137.506,44877.60218,53554.55268,313339.7841,130062.7872,57832.917,51927.19037,45066.35991,49216.07743,53376.95904,15335446.29,313339.7841,130062.7872,57832.917,2.027,1.759,1.921,2.083,598.591,12.231,5.077,2.257
histidinol,C6 H11 N3 O,24823.75249,3749251.54,2036032.627,1259262.51,1469330.326,2198470.487,1614955.891,4162103.01,28816726.12,1205720.448,4548642.188,100652.3147,105211.0841,90926.44102,2892642.083,1906713.189,2877181.318,1364296.418,16489414.56,100652.3147,105211.0841,90926.44102,118.489,78.103,117.856,55.885,675.443,4.123,4.31,3.725
"N-(3,4-Dihydroxyphenyl)glutamine",C11 H14 N2 O5,19742.96675,30869.55417,229306.9846,72120.11039,110907.8091,71496.86011,103002.911,21526.85079,36958.07479,84768.68072,143737.7724,107503398.1,622706.6506,18867.44535,130088.2694,87249.88554,114253.2266,91513.95973,29242.46279,107503398.1,622706.6506,18867.44535,6.705,4.497,5.889,4.717,1.507,5540.841,32.095,0.972
Adenosine monophosphate,C10 H14 N5 O7 P,18113.00321,20310.86525,21153.03834,30042.50313,29054.85058,20624.06908,20566.04152,321687.9035,107945503,27870.87465,24401.93429,46741.7715,18598.28737,19916.82403,20731.95179,20595.0553,26136.40447,29548.67686,54133595.47,46741.7715,18598.28737,19916.82403,1.119,1.111,1.41,1.595,2921.217,2.522,1.004,1.075
Ilorasertib,C25 H21 F N6 O2 S,73946.54541,86737.96454,78293.54024,83715.21009,77119.00476,74245.2568,73430.96155,76511.06593,69719.81172,75204.91983,82060.35329,82408.50774,109136984.1,154076.0868,82515.75239,73838.10917,78632.63656,80417.10743,73115.43883,82408.50774,109136984.1,154076.0868,1.134,1.014,1.08,1.105,1.004,1.132,1499.26,2.117
,C10 H3 O6 P,680573.8093,30280.68651,35994.73238,62608171.07,95823789.05,29417267.41,20320582.17,84898028,110268211.3,36439619.81,49332861.33,48571151,79612998.89,114891011.7,33137.70944,24868924.79,42886240.57,79215980.06,97583119.67,48571151,79612998.89,114891011.7,1.802,1351.991,2331.496,4306.55,5305.073,2640.554,4328.133,6246.011
Uracil,C4 H4 N2 O2,77797.31981,110890489,81420746.66,116234422.2,74926252.04,50800278.05,70657107.05,6625066.565,10243408.63,116551530.2,115499741.3,276215.0902,152652.8247,146840.4182,96155617.84,60728692.55,116025635.7,95580337.11,8434237.6,276215.0902,152652.8247,146840.4182,1497.872,946.006,1807.399,1488.911,131.385,4.303,2.378,2.287
Ureidosuccinic acid,C5 H8 N2 O5,18198.83817,54611.17206,33853.27723,101348.3113,194817.5597,78046.70822,51483.81501,575064.8154,117052619.2,70901.31265,122482.9092,72934.61956,19723.74665,18811.28686,44232.22465,64765.26162,96692.11095,148082.9355,58813842.01,72934.61956,19723.74665,18811.28686,2.244,3.286,4.905,7.512,2983.686,3.7,1.001,0.954
,C8 H19 N4 O6 P3,43967.33034,293660.2362,265450.588,30341454.52,9832446.202,4453211.158,5268025.922,409456.1161,1422038.584,13053881.24,11721330.1,117482306.9,59399493.97,3486113.288,279555.4121,4860618.54,12387605.67,20086950.36,915747.3502,117482306.9,59399493.97,3486113.288,6.716,116.772,297.6,482.569,22,2822.397,1427.015,83.75
Inspra,C24 H30 O6,65604.74349,36618010.77,35239492.37,46641975.61,46691342.26,49489572.17,65018473.46,135107664.1,77838873.41,43557709.52,42812805.41,24540822.72,27548740.79,33970617.67,35928751.57,57254022.81,43185257.46,46666658.93,106473268.8,24540822.72,27548740.79,33970617.67,4.651,7.411,5.59,6.04,13.782,3.177,3.566,4.397
(+/-)-2-Hydroxyglutaric acid,C5 H8 O5,61577.84563,335798.6015,187619.2419,254971.474,207043.7419,406693.5247,283286.8599,84054152.35,118965822.1,333910.3336,335664.79,747165.3496,144722.7985,145981.6771,261708.9217,344990.1923,334787.5618,231007.6079,101509987.2,747165.3496,144722.7985,145981.6771,3.736,4.926,4.78,3.298,1449.281,10.667,2.066,2.084
,C6 H11 N O7,25290.45604,149731.2266,143669.1556,105818.7101,194903.4473,107112.5768,223443.8757,216462.0214,331540.9124,75694.76964,69258.7993,36567091.65,120975182.1,454484.5342,146700.1911,165278.2262,72476.78447,150361.0787,274001.4669,36567091.65,120975182.1,454484.5342,4.596,5.178,2.271,4.711,8.585,1145.662,3790.203,14.239
"1,4-Anhydropentitol",C5 H10 O4,22622.09346,3803875.259,4145209.534,3788348.64,4658351.107,3438413.319,3047748.059,124141688,14688801.67,4553274.057,3599584.971,895315.1061,67126.01397,27956.07158,3974542.397,3243080.689,4076429.514,4223349.873,69415244.82,895315.1061,67126.01397,27956.07158,183.709,149.9,188.419,195.21,3208.48,41.383,3.103,1.292
Xanthine,C5 H4 N4 O2,25057.13986,134804298.6,99840314.14,124246887.1,72943665.39,49760138.63,50862404.63,11324786.25,5853460.236,126246932.3,95328950.45,436832.4969,60340.35988,34019.67113,117322306.4,50311271.63,110787941.4,98595276.23,8589123.245,436832.4969,60340.35988,34019.67113,5057.19,2168.672,4775.526,4249.959,370.235,18.83,2.601,1.466
N-Acetyl-L-glutamic acid,C7 H11 N O5,37778.36587,71702.30311,86315.27128,76292.27651,103638.8509,89828.41006,87533.23449,2732823.955,138177161.4,93121.1846,102587.5589,69409.80484,24929.59005,27030.21995,79008.7872,88680.82228,97854.37173,89965.5637,70454992.67,69409.80484,24929.59005,27030.21995,2.461,2.762,3.048,2.802,2194.539,2.162,0.777,0.842
L-gamma-Glutamyl-L-leucine,C11 H20 N2 O5,93549.19884,1076320.841,1114499.28,8753910.897,9395792.009,2520464.251,1934414.974,138154983.8,144674170.5,4991953.19,5577953.071,148113.3384,71628.61877,135731.7476,1095410.061,2227439.613,5284953.131,9074851.453,141414577.1,148113.3384,71628.61877,135731.7476,20.843,42.383,100.561,172.674,2690.803,2.818,1.363,2.583
,C10 H22 O12 P2,55593.55145,56040.1869,55337.95165,59595.72029,62644.2512,57599.20744,56677.37425,57648.69417,54043.78323,57064.2795,59544.03396,63721.31581,320281133,159752230.1,55689.06927,57138.29085,58304.15673,61119.98575,55846.2387,63721.31581,320281133,159752230.1,1.001,1.027,1.048,1.099,1.004,1.145,5756.395,2871.218
Adenosine,C10 H13 N5 O4,8020.071541,140737838.7,162042661.6,76663903.76,16433365.74,28188427.93,76502919.24,953299.0027,4583972.762,40031826.48,67913477.26,775061.0654,26148.64048,10768.07735,151390250.1,52345673.58,53972651.87,46548634.75,2768635.882,775061.0654,26148.64048,10768.07735,26165.434,9047.13,9328.328,8045.203,478.515,133.957,4.519,1.861
D-PANTOTHENIC ACID,C9 H17 N O5,25899.76184,152774916.5,143374560.1,127215170.2,102342380.1,127117265.9,114563386.2,589019.6246,1028731.624,163567580.8,141264486.2,77019.51372,41412.05276,45631.49731,148074738.3,120840326.1,152416033.5,114778775.1,808875.6245,77019.51372,41412.05276,45631.49731,6718.964,5483.189,6915.953,5208.143,36.703,3.495,1.879,2.071
Methyl alpha-aspartylphenylalaninate,C14 H18 N2 O5,8676.77298,1067453.647,1205559.424,10749365.53,11301524.21,3759609.539,1946202.408,107262863.8,77118792.71,6591852.538,6577671.581,121358.1661,25955.76913,12667.33589,1136506.536,2852905.974,6584762.059,11025444.87,92190828.27,121358.1661,25955.76913,12667.33589,133.425,334.929,773.047,1294.381,10823.147,14.247,3.047,1.487
Holomycin,C7 H6 N2 O2 S2,2729185.942,171299715,50946475.97,1000550.601,8555065.505,113842385.9,162123120.9,241607.437,390661.2525,159482214.6,78231000.7,12712643.05,6938782.166,5437863.344,111123095.5,137982753.4,118856607.6,4777808.053,316134.3447,12712643.05,6938782.166,5437863.344,26.577,33,28.426,1.143,0.076,3.04,1.66,1.301
,C5 H14 N O P3,19230.7828,102098.7832,104149.4509,211752.3121,192637.8982,104945.4582,120204.1116,106684864.3,79537.7574,151492.1191,121112.5436,72118.61107,19392.35167,19002.58135,103124.117,112574.7849,136302.3314,202195.1051,53382201.05,72118.61107,19392.35167,19002.58135,5.638,6.155,7.452,11.055,2918.716,3.943,1.06,1.039
"2,2-Bis(hydroxymethyl)propionic acid",C5 H10 O4,18015.32595,86215038.91,104043021,36810357.45,30596724.16,81019774.27,65972386.43,1290361.671,858818.7872,61602228.16,66631852.02,52066.62826,82793.44168,94802.25116,95129029.97,73496080.35,64117040.09,33703540.81,1074590.229,52066.62826,82793.44168,94802.25116,4389.519,3391.315,2958.539,1555.176,49.585,2.402,3.82,4.374
,C4 H9 O9 P,17245.62046,21644.35645,76485.49355,38098.04738,105996.6019,55664.28757,63117.34226,41202.80694,680443.039,35742.38442,35267.36748,75633278.66,80800.28729,22207.40305,49064.925,59390.81491,35504.87595,72047.32462,360822.923,75633278.66,80800.28729,22207.40305,2.912,3.525,2.107,4.276,21.414,4488.591,4.795,1.318
,C2 H2 N2 O8,1697410.989,120579.8018,413817.1552,46548766.43,65343994.31,33057973.45,29393415.99,57452465.33,63451952.82,38729753.23,44991746.25,32982119.09,70164333.47,76758346.08,267198.4785,31225694.72,41860749.74,55946380.37,60452209.07,32982119.09,70164333.47,76758346.08,0.443,51.784,69.421,92.781,100.253,54.697,116.36,127.295
DL-Phenylalanine,C9 H11 N O2,57526.61563,52954955.25,37390585.16,77764875.15,72292739.22,57384026.38,46266731.43,7996000.384,28400555.52,74987160.78,50018760.06,14074581.88,1408530.384,1472783.544,45172770.21,51825378.91,62502960.42,75028807.18,18198277.95,14074581.88,1408530.384,1472783.544,1167.121,1339.003,1614.878,1938.506,470.186,363.643,36.392,38.052
2-Acetamido-2-deoxy-D-gluconolactone,C8 H13 N O6,13671.31672,91120.42444,59885.35131,2024613.341,549777.6885,4724664.719,4226037.936,80642.5964,142005.7062,1806296.524,3364889.814,79659199.31,7074274.135,735396.58,75502.88787,4475351.327,2585593.169,1287195.515,111324.1513,79659199.31,7074274.135,735396.58,5.496,325.799,188.227,93.706,8.104,5799.064,514.996,53.536
Glycerol 3-phosphate,C3 H9 O6 P,43476.09014,131521853.8,49360243.08,3012010.924,460063.6069,33417040.78,31454464.35,94288.17485,120667.5388,81941046.56,58093961.66,62453.70404,52754.51123,51494.7218,90441048.44,32435752.56,70017504.11,1736037.265,107477.8568,62453.70404,52754.51123,51494.7218,2154.139,772.56,1667.688,41.349,2.56,1.488,1.257,1.227
Leucine,C6 H13 N O2,21707.34456,58083462.68,67312797.82,58568822.71,61864147.25,82723988.35,78906141.54,22445696.36,32573017.65,73350236.03,72890396.97,15295641.68,4765170.477,2365948.165,62698130.25,80815064.95,73120316.5,60216484.98,27509357.01,15295641.68,4765170.477,2365948.165,2237.199,2883.648,2609.084,2148.649,981.591,545.78,170.031,84.422
WM58D7C3ZT,C18 H18 Cl2 N2 O3,11220.46781,2425916.045,2163536.856,3098635.398,2334172.161,1690829.013,1469072.592,50862969.07,83483137.48,1733530.82,1883791.508,327535.6467,614526.4074,241862.0035,2294726.45,1579950.802,1808661.164,2716403.78,67173053.27,327535.6467,614526.4074,241862.0035,197.357,135.883,155.553,233.623,5777.184,28.17,52.852,20.801
Glucoheptonic Acid,C7 H14 O8,98007.60929,67914658.63,39666827.41,41417204.38,23136802.17,66814503.66,60451589.75,5240206.8,11373906.61,50052969.22,58265621.59,5810900.599,83684464.36,93905737.26,53790743.02,63633046.7,54159295.4,32277003.27,8307056.707,5810900.599,83684464.36,93905737.26,6685.274,7908.505,6731.079,4011.482,1032.426,722.196,10400.555,11670.885
,C4 H2 N6 O5,41764.58584,101463.326,111743.7039,34576.90726,53693.49358,35804.11626,33713.86161,238884.1698,462106.1617,52759.4434,48630.45895,82449003.96,84219561.57,672440.2438,106603.5149,34758.98894,50694.95117,44135.20042,350495.1658,82449003.96,84219561.57,672440.2438,2.456,0.801,1.168,1.017,8.076,1899.732,1940.528,15.494
,C3 H8 N2 O6 P2 S2,27423.33046,105915.2409,92922.08194,17682281.7,25644958.77,1764441.182,1503830.422,72307567.72,86619853.03,7040642.336,7636208.307,17674972.89,29669816.25,30907432.84,99418.66144,1634135.802,7338425.321,21663620.24,79463710.38,17674972.89,29669816.25,30907432.84,5.028,82.648,371.146,1095.653,4018.933,893.924,1500.572,1563.165
Febuxostat,C16 H16 N2 O3 S,12674.86221,256263.9768,357223.6314,6241762.228,1493379.81,1487064.153,1789872.219,47183.6647,422161.0894,4628172.929,4165914.983,87841751.61,18597769.68,344600.0956,306743.8041,1638468.186,4397043.956,3867571.019,234672.3771,87841751.61,18597769.68,344600.0956,25.265,134.954,362.167,318.556,19.329,7235.175,1531.824,28.383
,C9 H5 N2 O16 P3,31482.80845,32047468.79,91126205.98,36919411.69,55779605.92,96341872.96,101739005.9,47294.36626,41877.89797,87220383.49,37672679.78,14155379.33,72380333.52,60762749.15,61586837.39,99040439.41,62446531.63,46349508.8,44586.13212,14155379.33,72380333.52,60762749.15,2039.158,3279.258,2067.623,1534.646,1.476,468.689,2396.534,2011.872
Erucamide,C22 H43 N O,2007962.145,52237488.9,1626372.777,91493496.37,24005447.79,8016252.05,39978536.8,38526010.97,26637780.13,7636234.917,12869167.29,106121.979,670683.5623,313374.8617,26931930.84,23997394.43,10252701.11,57749472.08,32581895.55,106121.979,670683.5623,313374.8617,33.6,29.939,12.791,72.047,40.649,0.132,0.837,0.391
(R)-1-Aminopropan-2-yl phosphate,C3 H10 N O4 P,7791.925058,39157395.91,31239883.45,92103533.33,218820019.1,45021648.7,109542523.9,1054290.652,6555475.677,11429426.75,15435765.36,8610098.254,1373498.231,831962.2399,35198639.68,77282086.27,13432596.05,155461776.2,3804883.164,8610098.254,1373498.231,831962.2399,4537.489,9962.505,1731.608,20040.72,490.491,1109.936,177.059,107.249
Glycerol 3-phosphate,C3 H9 O6 P,31531.26796,5128265.589,2456777.445,96387216.9,447388.3961,14354534.1,13502527.51,124661.1808,135120.1885,18933803.14,25661387.2,70509.61266,40337.31031,44114.77618,3792521.517,13928530.81,22297595.17,48417302.65,129890.6847,70509.61266,40337.31031,44114.77618,123.435,453.331,725.718,1575.835,4.228,2.295,1.313,1.436
"(4E)-7-(4-Hydroxy-3,5-dimethoxyphenyl)-1-(4-hydroxy-3-methoxyphenyl)-4-hepten-3-one",C22 H26 O6,7748183.462,34728749.88,52889524.72,62283691.63,96864775.11,48217877.9,46447970.15,15164341.3,26271038.13,61474857.08,78114620.08,16253569.67,11014499.87,16205338.72,43809137.3,47332924.03,69794738.58,79574233.37,20717689.72,16253569.67,11014499.87,16205338.72,2.062,2.228,3.285,3.746,0.975,0.765,0.518,0.763
5-BETA-D-RIBOFURANOSYLPICOLINAMIDE ADENINE-DINUCLEOTIDE,C21 H27 N7 O14 P2,17587.44165,96742558.52,98301723.92,91442905.48,80055448.61,78681626.26,86470347.52,29046.38753,42740.4466,96160767.34,89114036.53,30494.17394,17633.31793,17328.88214,97522141.22,82575986.89,92637401.93,85749177.04,35893.41706,30494.17394,17633.31793,17328.88214,5624.391,4762.402,5342.674,4945.409,2.07,1.759,1.017,0.999
DL-Lactic Acid,C3 H6 O3,1666736.107,35121874.09,43283618.57,98460569.84,57881914.46,67405852.4,64009528.34,1578989.807,2155675.281,76962486.05,86573806.3,7877485.047,13480411.51,13385073.32,39202746.33,65707690.37,81768146.17,78171242.15,1867332.544,7877485.047,13480411.51,13385073.32,46.09,77.251,96.133,91.904,2.195,9.261,15.849,15.737
α-Lactose,C12 H22 O11,11257.86052,416895.1462,466186.7481,1786519.313,1610050.195,341079.1044,410443.5699,45201300.3,99395622.66,509276.9007,543235.544,221265.8946,65975.71024,66163.76398,441540.9471,375761.3371,526256.2223,1698284.754,72298461.48,221265.8946,65975.71024,66163.76398,11.157,9.495,13.297,42.911,1826.805,5.591,1.667,1.672
ribulose 5-phosphate,C5 H11 O8 P,17563.12782,2571039.825,54220210.27,2168973.609,153680.6435,83645159.83,101216758,24998.39548,57301.54669,52826268.63,62602034.5,1093665.385,102161.0641,25044.11461,28395625.05,92430958.9,57714151.56,1161327.126,41149.97109,1093665.385,102161.0641,25044.11461,1691.765,5506.886,3438.515,69.19,2.452,65.159,6.087,1.492
,C6 H8 N2 O8 P2 S2,20327.18601,105066.8926,92177.80482,17434287.83,25028725.42,1314439.383,972048.3823,97206996.37,102837556.7,5607411.716,6522213.062,18162027.26,32687832.8,35483229.29,98622.34872,1143243.883,6064812.389,21231506.63,100022276.5,18162027.26,32687832.8,35483229.29,5.028,58.287,309.209,1082.469,5099.542,925.974,1666.559,1809.079
N8-Acetylspermidine,C9 H21 N3 O,15036.23961,58177192.6,57024079.43,43688937.19,29180553.24,104946219.7,89568246.21,365783.1191,2714322.814,49147395.44,44297634.25,62228.59364,87964.21113,71094.97294,57600636.02,97257232.94,46722514.85,36434745.21,1540052.966,62228.59364,87964.21113,71094.97294,3970.085,6703.389,3220.318,2511.24,106.147,4.289,6.063,4.9
,C13 H17 N4 O12 P,23257.66886,162974.8222,174422.7886,37666.38717,36648.14787,152562.5864,148430.7418,30545.43193,30387.25881,121729.0622,127318.0594,74832255.84,86770.36951,39171.87002,168698.8054,150496.6641,124523.5608,37157.26752,30466.34537,74832255.84,86770.36951,39171.87002,7.443,6.64,5.494,1.639,1.344,3301.571,3.828,1.728
"4,5-Dihydroorotic acid",C5 H6 N2 O4,15683.66743,84316212.29,100497308.9,172820081,160322501.6,96369433.17,101567234.6,154646.3114,358516.1596,129165395.5,146482294.3,49976.178,119238.0549,135426.615,92406760.59,98968333.91,137823844.9,166571291.3,256581.2355,49976.178,119238.0549,135426.615,5322.862,5700.825,7939,9594.926,14.78,2.879,6.868,7.801
,C2 H7 N2 O15 P3,27274.02342,94723747.1,284668777.1,108000056.5,179475049,326899230.5,277986122.7,40971.81022,36279.44349,179411639.8,106901777.4,46825979.36,161236420.5,178752757.2,189696262.1,302442676.6,143156708.6,143737552.7,38625.62685,46825979.36,161236420.5,178752757.2,7280.377,11607.486,5494.23,5516.522,1.482,1797.14,6188.113,6860.375
,C3 H9 N2 O5 P,10865.32488,1980842.676,2707010.223,3826139.621,424240.0144,1242360.355,1013786.92,35584.04911,142887.4822,2245856.49,2122090.92,438712144.9,14330526.13,424665.8096,2343926.45,1128073.637,2183973.705,2125189.818,89235.76565,438712144.9,14330526.13,424665.8096,318.05,153.069,296.346,288.369,12.108,59529.277,1944.523,57.623
Metaphosphoric acid (HPO3),H2 O3 P,187121.2107,804068930.7,948828270,422502535,499933181.2,929528347.4,972225280.3,3401497.855,2138921.862,580992855.2,682833961.5,284223301.5,556065227.8,578952085.2,876448600.4,950876813.8,631913408.4,461217858.1,2770209.859,284223301.5,556065227.8,578952085.2,6242.59,6772.712,4500.864,3285.069,19.731,2024.408,3960.628,4123.642
L-Serine O-phosphate,C3 H8 N O6 P,29067.86725,61454049.32,63152392.43,37508817.93,17479577.32,37261624.87,38286775.56,915453.3678,1743704.495,36086380.17,34108137.71,579203419.5,54230218.3,3227562.914,62303220.87,37774200.21,35097258.94,27494197.63,1329578.931,579203419.5,54230218.3,3227562.914,2100.925,1273.783,1183.514,927.131,44.835,19531.3,1828.695,108.837
,C7 H16 N2,68868.20554,58580451.43,69882026.41,181277585,203754165.2,133671587,141896794.1,530751865.1,443036053.8,110230103.3,134323383.5,1155700.532,750928.9414,408317.0931,64231238.92,137784190.6,122276743.4,192515875.1,486893959.4,1155700.532,750928.9414,408317.0931,1177.086,2525,2240.814,3528,8922.702,21.179,13.761,7.483
N-Acetyl-L-aspartic acid,C6 H9 N O5,47783.63359,263110465,311037136.1,514694277.4,539231365.8,405134861.7,434961498.9,2779348.112,4822221.087,470902317.9,490351381.5,2611261.499,163741.1392,169293.6253,287073800.6,420048180.3,480626849.7,526962821.6,3800784.599,2611261.499,163741.1392,169293.6253,6143.801,8989.649,10286.121,11277.779,81.342,55.885,3.504,3.623
N-Acetyl-L-aspartic acid,C6 H9 N O5,27698.02781,650075.4951,702963.4244,599809.3108,1919133.272,1440353.228,1295097.748,9078967.64,551916745.8,805100.0808,1284237.57,65623.91706,48766.85478,29362.77445,676519.4598,1367725.488,1044668.825,1259471.292,280497856.7,65623.91706,48766.85478,29362.77445,24.749,50.035,38.217,46.075,10261.327,2.401,1.784,1.074
"(2E)-2,5-Dichloro-4-oxo-2-hexenedioic acid",C6 H4 Cl2 O5,214314.1196,107109.1018,93969.48586,111173059.6,178928873.3,18864498.15,15717943.88,568906456.3,574896753.1,39003719.2,37162517.71,120517322.1,175444078.1,215394593.2,100539.2938,17291221.02,38083118.46,145050966.4,571901604.7,120517322.1,175444078.1,215394593.2,4.079,701.485,1544.989,5884.552,23201.395,4889.25,7117.566,8738.313
Pyrophosphoric Acid,H4 O7 P2,23831.87566,529778.7078,45021.46825,1136593.255,3794375.011,1743400.218,858898.679,35769735.7,607227547.1,8047240.962,5975786.103,38217394.92,72559.12856,74819.66298,287400.088,1301149.449,7011513.532,2465484.133,321498641.4,38217394.92,72559.12856,74819.66298,12.433,56.289,303.325,106.659,13908.369,1653.325,3.139,3.237
Trifluoroacetic acid,C2 H F3 O2,5379790.219,16311480.92,15352793.4,398225892.3,574978778.6,360904827.2,330383896.5,461535109.3,579185713.2,368388589.7,396670724.5,339375502.5,618469473.7,602154969.1,15832137.16,345644361.8,382529657.1,486602335.4,520360411.3,339375502.5,618469473.7,602154969.1,52.686,1150.228,1272.974,1619.305,1731.644,1129.366,2058.129,2003.838
L-Pyroglutamic acid,C5 H7 N O3,124251.0695,17896546.79,14109380.75,11707148.42,61119820.05,43324895.62,19173830.73,2649485.284,2941715.487,30394882.93,44996447.08,676804065.4,115847214.9,19537958.79,16002963.77,31249363.17,37695665.01,36413484.23,2795600.385,676804065.4,115847214.9,19537958.79,354.645,692.523,835.381,806.966,61.954,14998.79,2567.313,432.985
DA9185000,C12 H10 O S,243646.1006,19349560.93,11915196.32,163783508.9,182245542.4,201808233.3,225747856.2,193756119,153912183.4,235695059.4,255610555.9,117329789,383775216.5,831512454.6,15632378.63,213778044.8,245652807.6,173014525.7,173834151.2,117329789,383775216.5,831512454.6,255.818,3498.397,4020.016,2831.318,2844.73,1920.058,6280.337,13607.388
D-(+)-Pyroglutamic Acid,C5 H7 N O3,166670.5063,126286399.8,128331863.6,195415362.5,46766815.08,88739639.8,91110385.76,7817581.114,16849442.81,134269788.7,126404912.2,1453864684,311337218.4,31989609.52,127309131.7,89925012.78,130337350.5,121091088.8,12333511.96,1453864684,311337218.4,31989609.52,1390.315,982.052,1423.386,1322.41,134.692,15877.341,3400.046,349.352
Ureidosuccinic acid,C5 H8 N2 O5,96047.98588,467383334.7,548969520.1,839679956.1,1201470491,879238044.4,840847866.2,818684.2365,22481731.26,772475648,956812424.9,424161.7167,161596.3089,128379.1415,508176427.4,860042955.3,864644036.4,1020575223,11650207.75,424161.7167,161596.3089,128379.1415,6450.872,10917.521,10975.928,12955.343,147.89,5.384,2.051,1.63
,C4 H14 N P3,136366.7961,11410882.64,11442166.9,329453347.8,189983739.4,113713506.4,114469332.3,87150173.38,122450644.3,195857998.2,199992247.1,1830174890,631172423.8,86119318.36,11426524.77,114091419.3,197925122.7,259718543.6,104800408.8,1830174890,631172423.8,86119318.36,98.681,985.306,1709.302,2242.957,905.067,15805.584,5450.872,743.736
Reduced Glutathione,C10 H17 N3 O6 S,51355.99295,551915883.9,551121745.1,1286590024,1394874572,666411531.4,702295332,4621061.974,19984716.84,1027683702,812690130.7,177665.2485,52880.03505,53866.70369,551518814.5,684353431.7,920186916.2,1340732298,12302889.41,177665.2485,52880.03505,53866.70369,11055.838,13718.663,18446.221,26876.544,246.626,3.562,1.06,1.08
Pyrophosphoric Acid,H4 O7 P2,64224.63047,2486392970,3507946034,1272620617,2074590740,3351838618,2914090255,452166.4563,849439.8816,1930711512,3160951526,731389906.6,1824025868,2213944182,2997169502,3132964436,2545831519,1673605678,650803.169,731389906.6,1824025868,2213944182,53768.093,56204.203,45671.26,30023.856,11.675,13120.86,32722.338,39717.326
,C7 H17 O7 P,71249.12989,209155.4454,2405898.278,446444.9109,284590.9716,1318245.665,442153.7417,239904.3079,108997.2964,907125.9062,232662.7202,172099.314,2263424874,42520566.54,1307526.862,880199.7036,569894.3132,365517.9412,174450.8022,172099.314,2263424874,42520566.54,18.74,12.615,8.168,5.239,2.5,2.467,32440.272,609.421
Phosphoric acid,H3 O4 P,462956.1089,2629352.649,1940059.304,1601932.705,3005693.434,3053594.69,2790308.106,2572649437,95502952.09,3019099.505,2982174.147,466936564.9,1997050.509,3034250.389,2284705.977,2921951.398,3000636.826,2303813.07,1334076194,466936564.9,1997050.509,3034250.389,4.934,6.311,6.481,4.976,2881.232,1008.452,4.313,6.553
Phosphoric acid,H3 O4 P,377276.913,2072245.526,1150976.437,1694642.207,126488424.6,2404724.279,1785289.266,235288325.5,2632924151,2642549.382,2562057.366,501684800.8,1742507.39,2723084.218,1611610.981,2095006.772,2602303.374,64091533.42,1434106238,501684800.8,1742507.39,2723084.218,4.282,5.567,6.915,170.301,3810.645,1333.055,4.63,7.236
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate",C7 H10 N2 O2 S2,11391.15562,271980318.2,177806685.6,140829441.3,173139951,244805656.2,278274397,41592320.31,48559587.06,213435227.6,218856992,107667543.7,370243299.9,399946866,224893501.9,261540026.6,216146109.8,156984696.2,45075953.68,107667543.7,370243299.9,399946866,19606.849,22801.796,18844.226,13686.368,3929.849,9386.76,32278.853,34868.494
Acetonedicarboxylic Acid,C5 H6 O5,67615.9268,200489.5305,222267.3022,79423.87745,85919.439,174491.0945,164752.06,67832.52739,94976.70099,139717.8951,148128.3326,178609086.4,1165250.169,305362.8631,211378.4163,169621.5773,143923.1139,82671.65823,81404.61419,178609086.4,1165250.169,305362.8631,3.153,2.53,2.147,1.233,1.214,2664.377,17.382,4.555
spermidine,C7 H19 N3,37473.12706,54893051.91,64766760.6,169017418.1,187816193,125487526.5,132907938.9,488354197.7,394626321.8,102460128.9,124273932.9,313256.9197,141972.9128,175221.1517,59829906.26,129197732.7,113367030.9,178416805.5,441490259.7,313256.9197,141972.9128,175221.1517,2555.003,5517.317,4841.275,7619.189,18853.593,13.377,6.063,7.483
