max_growth,k_val,mets,min,max
0.8966,0.01425704,h2o2,1.00E-06,1.00E-06
0.8966,0.01425704,asp__L,7.15E-05,7.15E-05
0.8966,0.01425704,nmn,1.00E-06,1.00E-06
0.8966,0.01425704,thr__L,1.00E-06,1.00E-06
0.8966,0.01425704,2aobut,1.00E-06,1.00E-06
0.8966,0.01425704,man,1.00E-06,1.00E-06
0.8966,0.01425704,man6p,1.00E-06,1.00E-06
0.8966,0.01425704,4ahmmp,1.00E-06,1.00E-06
0.8966,0.01425704,4ampm,1.00E-06,1.00E-06
0.8966,0.01425704,hco3,1.00E-06,1.00E-06
0.8966,0.01425704,malcoa,1.00E-06,1.00E-06
0.8966,0.01425704,2h3oppan,1.00E-06,1.00E-06
0.8966,0.01425704,2shchc,1.00E-06,1.00E-06
0.8966,0.01425704,sucbz,1.00E-06,1.00E-06
0.8966,0.01425704,ichor,1.00E-06,1.00E-06
0.8966,0.01425704,23ddhb,1.00E-06,1.00E-06
0.8966,0.01425704,rbl__L,1.00E-06,1.00E-06
0.8966,0.01425704,ru5p__L,1.00E-06,1.00E-06
0.8966,0.01425704,tartr__L,1.00E-06,1.00E-06
0.8966,0.01425704,5dh4dglc,1.00E-06,1.00E-06
0.8966,0.01425704,pheme,1.00E-06,1.00E-06
0.8966,0.01425704,hemeO,1.00E-06,1.00E-06
0.8966,0.01425704,amet,1.54E-06,1.54E-06
0.8966,0.01425704,ametam,1.00E-06,1.00E-06
0.8966,0.01425704,agm,1.00E-06,1.00E-06
0.8966,0.01425704,urea,1.00E-06,1.00E-06
0.8966,0.01425704,damp,1.00E-06,1.00E-06
0.8966,0.01425704,dad_2,1.00E-06,1.00E-06
0.8966,0.01425704,gthrd,1.00E-06,1.00E-06
0.8966,0.01425704,lgt__S,1.00E-06,1.00E-06
0.8966,0.01425704,pydc,1.00E-06,1.00E-06
0.8966,0.01425704,arg__L,1.00E-06,1.00E-06
0.8966,0.01425704,citr__L,1.00E-06,1.00E-06
0.8966,0.01425704,argsuc,1.00E-06,1.00E-06
0.8966,0.01425704,5mta,1.00E-06,1.00E-06
0.8966,0.01425704,spmd,1.00E-06,1.00E-06
0.8966,0.01425704,dxyl5p,1.00E-06,1.00E-06
0.8966,0.01425704,mana,1.00E-06,1.00E-06
0.8966,0.01425704,2ddglcn,1.00E-06,1.00E-06
0.8966,0.01425704,4c2me,1.00E-06,1.00E-06
0.8966,0.01425704,2p4c2me,1.00E-06,1.00E-06
0.8966,0.01425704,altrn,1.00E-06,1.00E-06
0.8966,0.01425704,icit,1.00E-06,1.00E-06
0.8966,0.01425704,acgam1p,1.00E-06,1.00E-06
0.8966,0.01425704,utp,1.00E-06,1.00E-06
0.8966,0.01425704,uacgam,1.54E-06,1.54E-06
0.8966,0.01425704,uaccg,1.00E-06,1.00E-06
0.8966,0.01425704,gly,1.00E-06,1.00E-06
0.8966,0.01425704,csn,1.00E-06,1.00E-06
0.8966,0.01425704,quln,1.00E-06,1.00E-06
0.8966,0.01425704,nicrnt,1.00E-06,1.00E-06
0.8966,0.01425704,hcys__L,1.00E-06,1.00E-06
0.8966,0.01425704,ahcys,1.00E-06,1.00E-06
0.8966,0.01425704,met__L,1.00E-06,1.00E-06
0.8966,0.01425704,2omhmbl,1.00E-06,1.00E-06
0.8966,0.01425704,lcts,1.00E-06,1.00E-06
0.8966,0.01425704,gal,1.00E-06,1.00E-06
0.8966,0.01425704,tre6p,1.00E-06,1.00E-06
0.8966,0.01425704,g6p,3.32E-05,3.32E-05
0.8966,0.01425704,cinnm,1.00E-06,1.00E-06
0.8966,0.01425704,cenchddd,1.00E-06,1.00E-06
0.8966,0.01425704,cechddd,1.00E-06,1.00E-06
0.8966,0.01425704,dhpppn,1.00E-06,1.00E-06
0.8966,0.01425704,dhcinnm,1.00E-06,1.00E-06
0.8966,0.01425704,gdpofuc,1.00E-06,1.00E-06
0.8966,0.01425704,gdpfuc,1.00E-06,1.00E-06
0.8966,0.01425704,dhpmp,1.00E-06,1.00E-06
0.8966,0.01425704,dhnpt,1.00E-06,1.00E-06
0.8966,0.01425704,6hmhpt,1.00E-06,1.00E-06
0.8966,0.01425704,6hmhptpp,1.00E-06,1.00E-06
0.8966,0.01425704,dpcoa,1.00E-06,1.00E-06
0.8966,0.01425704,fru,1.00E-06,1.00E-06
0.8966,0.01425704,2me4p,1.00E-06,1.00E-06
0.8966,0.01425704,25drapp,1.00E-06,1.00E-06
0.8966,0.01425704,urate,1.00E-06,1.00E-06
0.8966,0.01425704,alltn,1.00E-06,1.00E-06
0.8966,0.01425704,so4,1.00E-06,1.00E-06
0.8966,0.01425704,aps,1.00E-06,1.00E-06
0.8966,0.01425704,3ophb,1.00E-06,1.00E-06
0.8966,0.01425704,2oph,1.00E-06,1.00E-06
0.8966,0.01425704,2ohph,1.00E-06,1.00E-06
0.8966,0.01425704,2omph,1.00E-06,1.00E-06
0.8966,0.01425704,tag6p__D,1.00E-06,1.00E-06
0.8966,0.01425704,tagdp__D,1.00E-06,1.00E-06
0.8966,0.01425704,acac,1.00E-06,1.00E-06
0.8966,0.01425704,aacoa,1.02E-05,1.02E-05
0.8966,0.01425704,sl26da,1.00E-06,1.00E-06
0.8966,0.01425704,26dap_LL,1.00E-06,1.00E-06
0.8966,0.01425704,dmso,1.00E-06,1.00E-06
0.8966,0.01425704,dms,1.00E-06,1.00E-06
0.8966,0.01425704,2pglyc,1.00E-06,1.00E-06
0.8966,0.01425704,25dkglcn,1.00E-06,1.00E-06
0.8966,0.01425704,5dglcn,1.00E-06,1.00E-06
0.8966,0.01425704,dttp,1.00E-06,1.00E-06
0.8966,0.01425704,dtdpglu,1.00E-06,1.00E-06
0.8966,0.01425704,dtdp4d6dg,1.00E-06,1.00E-06
0.8966,0.01425704,4adcho,1.00E-06,1.00E-06
0.8966,0.01425704,4abz,1.00E-06,1.00E-06
0.8966,0.01425704,dha,1.00E-06,1.00E-06
0.8966,0.01425704,udpgal,1.00E-06,1.00E-06
0.8966,0.01425704,udpgalfur,1.00E-06,1.00E-06
0.8966,0.01425704,dtdp4d6dm,1.00E-06,1.00E-06
0.8966,0.01425704,dtdprmn,1.00E-06,1.00E-06
0.8966,0.01425704,5prdmbz,1.00E-06,1.00E-06
0.8966,0.01425704,rdmbzi,1.00E-06,1.00E-06
0.8966,0.01425704,duri,1.00E-06,1.00E-06
0.8966,0.01425704,alltt,1.00E-06,1.00E-06
0.8966,0.01425704,uamr,1.00E-06,1.00E-06
0.8966,0.01425704,ura,1.00E-06,1.00E-06
0.8966,0.01425704,ctp,1.00E-06,1.00E-06
0.8966,0.01425704,adn,1.00E-06,1.00E-06
0.8966,0.01425704,udcpp,1.00E-06,1.00E-06
0.8966,0.01425704,ugmda,1.00E-06,1.00E-06
0.8966,0.01425704,uagmda,1.00E-06,1.00E-06
0.8966,0.01425704,uaagmda,1.00E-06,1.00E-06
0.8966,0.01425704,aact,1.00E-06,1.00E-06
0.8966,0.01425704,ade,1.00E-06,1.00E-06
0.8966,0.01425704,gmhep17bp,1.00E-06,1.00E-06
0.8966,0.01425704,gmhep1p,1.00E-06,1.00E-06
0.8966,0.01425704,gmhep7p,1.00E-06,1.00E-06
0.8966,0.01425704,adphep_DD,1.00E-06,1.00E-06
0.8966,0.01425704,adphep_LD,1.00E-06,1.00E-06
0.8966,0.01425704,xtsn,1.00E-06,1.00E-06
0.8966,0.01425704,idon__L,1.00E-06,1.00E-06
0.8966,0.01425704,fadh2,1.00E-06,1.00E-06
0.8966,0.01425704,gdptp,1.00E-06,1.00E-06
0.8966,0.01425704,adprib,1.00E-06,1.00E-06
0.8966,0.01425704,ncam,1.00E-06,1.00E-06
0.8966,0.01425704,hpyr,1.00E-06,1.00E-06
0.8966,0.01425704,glyc__R,1.00E-06,1.00E-06
0.8966,0.01425704,acorn,1.00E-06,1.00E-06
0.8966,0.01425704,orn,1.00E-06,1.00E-06
0.8966,0.01425704,din,1.00E-06,1.00E-06
0.8966,0.01425704,4hbz,1.00E-06,1.00E-06
0.8966,0.01425704,octdp,1.00E-06,1.00E-06
0.8966,0.01425704,pnto__R,1.00E-06,1.00E-06
0.8966,0.01425704,4ppan,1.00E-06,1.00E-06
0.8966,0.01425704,dcamp,1.00E-06,1.00E-06
0.8966,0.01425704,acgam6p,1.00E-06,1.00E-06
0.8966,0.01425704,asn__L,1.00E-06,1.00E-06
0.8966,0.01425704,4mhetz,1.00E-06,1.00E-06
0.8966,0.01425704,cbp,1.00E-06,1.00E-06
0.8966,0.01425704,cbasp,1.88E-05,1.88E-05
0.8966,0.01425704,ara5p,1.00E-06,1.00E-06
0.8966,0.01425704,kdo8p,1.00E-06,1.00E-06
0.8966,0.01425704,kdo,1.00E-06,1.00E-06
0.8966,0.01425704,h2mb4p,1.00E-06,1.00E-06
0.8966,0.01425704,succoa,0.000154092,0.000154092
0.8966,0.01425704,sucarg,1.00E-06,1.00E-06
0.8966,0.01425704,sucglu,1.00E-06,1.00E-06
0.8966,0.01425704,cynt,1.00E-06,1.00E-06
0.8966,0.01425704,23dhdp,1.00E-06,1.00E-06
0.8966,0.01425704,thdp,0.000264216,0.000264216
0.8966,0.01425704,hom__L,1.00E-06,1.00E-06
0.8966,0.01425704,phom,1.00E-06,1.00E-06
0.8966,0.01425704,gtspmd,1.00E-06,1.00E-06
0.8966,0.01425704,gua,1.00E-06,1.00E-06
0.8966,0.01425704,suchms,1.00E-06,1.00E-06
0.8966,0.01425704,phpyr,1.00E-06,1.00E-06
0.8966,0.01425704,tmao,1.00E-06,1.00E-06
0.8966,0.01425704,tma,1.00E-06,1.00E-06
0.8966,0.01425704,e4p,9.53E-06,9.53E-06
0.8966,0.01425704,2dda7p,1.00E-06,1.00E-06
0.8966,0.01425704,nac,1.00E-06,1.00E-06
0.8966,0.01425704,1pyr5c,1.00E-06,1.00E-06
0.8966,0.01425704,f1p,1.00E-06,1.00E-06
0.8966,0.01425704,N1aspmd,1.00E-06,1.00E-06
0.8966,0.01425704,rhcys,1.00E-06,1.00E-06
0.8966,0.01425704,dhptd,1.00E-06,1.00E-06
0.8966,0.01425704,3dhgulnp,1.00E-06,1.00E-06
0.8966,0.01425704,xu5p__L,1.00E-06,1.00E-06
0.8966,0.01425704,n8aspmd,1.00E-06,1.00E-06
0.8966,0.01425704,dtdp4addg,1.00E-06,1.00E-06
0.8966,0.01425704,dtdp4aaddg,1.00E-06,1.00E-06
0.8966,0.01425704,23doguln,1.00E-06,1.00E-06
0.8966,0.01425704,3dhguln,1.00E-06,1.00E-06
0.8966,0.01425704,tre,1.00E-06,1.00E-06
0.8966,0.01425704,betald,1.00E-06,1.00E-06
0.8966,0.01425704,glyb,1.00E-06,1.00E-06
0.8966,0.01425704,maltpt,1.00E-06,1.00E-06
0.8966,0.01425704,maltttr,1.00E-06,1.00E-06
0.8966,0.01425704,fmnh2,1.00E-06,1.00E-06
0.8966,0.01425704,melib,1.00E-06,1.00E-06
0.8966,0.01425704,fcl__L,1.00E-06,1.00E-06
0.8966,0.01425704,fc1p,1.00E-06,1.00E-06
0.8966,0.01425704,udpg,1.00E-06,1.00E-06
0.8966,0.01425704,26dap__M,1.00E-06,1.00E-06
0.8966,0.01425704,uamag,1.00E-06,1.00E-06
0.8966,0.01425704,ugmd,1.00E-06,1.00E-06
0.8966,0.01425704,uama,1.00E-06,1.00E-06
0.8966,0.01425704,glu__D,1.00E-06,1.00E-06
0.8966,0.01425704,urdglyc,1.00E-06,1.00E-06
0.8966,0.01425704,dctp,1.00E-06,1.00E-06
0.8966,0.01425704,dcmp,1.00E-06,1.00E-06
0.8966,0.01425704,op4en,1.00E-06,1.00E-06
0.8966,0.01425704,4h2opntn,1.00E-06,1.00E-06
0.8966,0.01425704,pro__L,1.00E-06,1.00E-06
0.8966,0.01425704,3hpppn,1.00E-06,1.00E-06
0.8966,0.01425704,gdpmann,1.00E-06,1.00E-06
0.8966,0.01425704,gdpddman,1.00E-06,1.00E-06
0.8966,0.01425704,ala_B,1.00E-06,1.00E-06
0.8966,0.01425704,alaala,1.00E-06,1.00E-06
0.8966,0.01425704,dcyt,1.00E-06,1.00E-06
0.8966,0.01425704,dann,3.75E-06,3.75E-06
0.8966,0.01425704,dtbt,1.00E-06,1.00E-06
0.8966,0.01425704,dutp,1.00E-06,1.00E-06
0.8966,0.01425704,u3aga,1.00E-06,1.00E-06
0.8966,0.01425704,u3hga,1.00E-06,1.00E-06
0.8966,0.01425704,acmana,1.00E-06,1.00E-06
0.8966,0.01425704,acmanap,1.00E-06,1.00E-06
0.8966,0.01425704,histd,1.00E-06,1.00E-06
0.8966,0.01425704,his__L,1.00E-06,1.00E-06
0.8966,0.01425704,aspsa,1.00E-06,1.00E-06
0.8966,0.01425704,gam1p,1.00E-06,1.00E-06
0.8966,0.01425704,gar,6.03E-06,6.03E-06
0.8966,0.01425704,fgam,1.54E-05,1.54E-05
0.8966,0.01425704,eig3p,1.00E-06,1.00E-06
0.8966,0.01425704,imacp,1.00E-06,1.00E-06
0.8966,0.01425704,glucys,1.00E-06,1.00E-06
0.8966,0.01425704,prbatp,1.00E-06,1.00E-06
0.8966,0.01425704,prbamp,1.00E-06,1.00E-06
0.8966,0.01425704,pram,1.00E-06,1.00E-06
0.8966,0.01425704,acser,1.00E-06,1.00E-06
0.8966,0.01425704,dnad,1.00E-06,1.00E-06
0.8966,0.01425704,pap,1.00E-06,1.00E-06
0.8966,0.01425704,paps,1.00E-06,1.00E-06
0.8966,0.01425704,so3,1.00E-06,1.00E-06
0.8966,0.01425704,lys__L,1.00E-06,1.00E-06
0.8966,0.01425704,no2,1.00E-06,1.00E-06
0.8966,0.01425704,g3pc,1.00E-06,1.00E-06
0.8966,0.01425704,chol,1.00E-06,1.00E-06
0.8966,0.01425704,g3pe,1.00E-06,1.00E-06
0.8966,0.01425704,etha,1.00E-06,1.00E-06
0.8966,0.01425704,34hpp,1.00E-06,1.00E-06
0.8966,0.01425704,ascb6p,1.00E-06,1.00E-06
0.8966,0.01425704,adocbip,1.00E-06,1.00E-06
0.8966,0.01425704,agdpcbi,1.00E-06,1.00E-06
0.8966,0.01425704,prfp,1.00E-06,1.00E-06
0.8966,0.01425704,adocbl,1.00E-06,1.00E-06
0.8966,0.01425704,adocbi,1.00E-06,1.00E-06
0.8966,0.01425704,thmpp,1.00E-06,1.00E-06
0.8966,0.01425704,hkndd,1.00E-06,1.00E-06
0.8966,0.01425704,dxyl,1.00E-06,1.00E-06
0.8966,0.01425704,sucorn,1.00E-06,1.00E-06
0.8966,0.01425704,sucgsa,1.00E-06,1.00E-06
0.8966,0.01425704,hkntd,1.00E-06,1.00E-06
0.8966,0.01425704,2pg,1.00E-06,1.00E-06
0.8966,0.01425704,ppcoa,1.00E-06,1.00E-06
0.8966,0.01425704,ppap,1.00E-06,1.00E-06
0.8966,0.01425704,g3pi,1.00E-06,1.00E-06
0.8966,0.01425704,inost,1.00E-06,1.00E-06
0.8966,0.01425704,phthr,1.00E-06,1.00E-06
0.8966,0.01425704,5aop,1.00E-06,1.00E-06
0.8966,0.01425704,ppbng,1.00E-06,1.00E-06
0.8966,0.01425704,23dhba,1.00E-06,1.00E-06
0.8966,0.01425704,seramp,1.00E-06,1.00E-06
0.8966,0.01425704,enter,1.00E-06,1.00E-06
0.8966,0.01425704,man6pglyc,1.00E-06,1.00E-06
0.8966,0.01425704,oxur,1.00E-06,1.00E-06
0.8966,0.01425704,fpram,1.00E-06,1.00E-06
0.8966,0.01425704,acmum6p,1.00E-06,1.00E-06
0.8966,0.01425704,lac__D,1.00E-06,1.00E-06
0.8966,0.01425704,man1p,1.00E-06,1.00E-06
0.8966,0.01425704,3php,1.00E-06,1.00E-06
0.8966,0.01425704,pser__L,1.00E-06,1.00E-06
0.8966,0.01425704,ap4a,1.00E-06,1.00E-06
0.8966,0.01425704,ap5a,1.00E-06,1.00E-06
0.8966,0.01425704,camp,1.00E-06,1.00E-06
0.8966,0.01425704,air,1.00E-06,1.00E-06
0.8966,0.01425704,5caiz,1.00E-06,1.00E-06
0.8966,0.01425704,mi1p__D,1.00E-06,1.00E-06
0.8966,0.01425704,2mcit,1.00E-06,1.00E-06
0.8966,0.01425704,taur,1.00E-06,1.00E-06
0.8966,0.01425704,aacald,1.00E-06,1.00E-06
0.8966,0.01425704,kdo2lipid4,1.00E-06,1.00E-06
0.8966,0.01425704,3c3hmp,5.20E-06,5.20E-06
0.8966,0.01425704,2dhp,1.00E-06,1.00E-06
0.8966,0.01425704,malttr,1.00E-06,1.00E-06
0.8966,0.01425704,malt,1.00E-06,1.00E-06
0.8966,0.01425704,malthc,1.00E-06,1.00E-06
0.8966,0.01425704,o2s,1.00E-06,1.00E-06
0.8966,0.01425704,acnam,1.00E-06,1.00E-06
0.8966,0.01425704,thm,1.00E-06,1.00E-06
0.8966,0.01425704,udpglcur,1.00E-06,1.00E-06
0.8966,0.01425704,glcr,1.00E-06,1.00E-06
0.8966,0.01425704,pppn,1.00E-06,1.00E-06
0.8966,0.01425704,uacmam,1.00E-06,1.00E-06
0.8966,0.01425704,uacmamu,1.00E-06,1.00E-06
0.8966,0.01425704,lald__L,1.00E-06,1.00E-06
0.8966,0.01425704,lac__L,1.00E-06,1.00E-06
0.8966,0.01425704,btnso,1.00E-06,1.00E-06
0.8966,0.01425704,btn,1.00E-06,1.00E-06
0.8966,0.01425704,cyst__L,1.00E-06,1.00E-06
0.8966,0.01425704,unaga,1.00E-06,1.00E-06
0.8966,0.01425704,unagamu,1.00E-06,1.00E-06
0.8966,0.01425704,2dh3dgal,1.00E-06,1.00E-06
0.8966,0.01425704,2dh3dgal6p,1.00E-06,1.00E-06
0.8966,0.01425704,arbt6p,1.00E-06,1.00E-06
0.8966,0.01425704,hqn,1.00E-06,1.00E-06
0.8966,0.01425704,3hcinnm,1.00E-06,1.00E-06
0.8966,0.01425704,pac,1.00E-06,1.00E-06
0.8966,0.01425704,phaccoa,1.00E-06,1.00E-06
0.8966,0.01425704,gp4g,1.00E-06,1.00E-06
0.8966,0.01425704,dtdp,1.00E-06,1.00E-06
0.8966,0.01425704,unagamuf,1.00E-06,1.00E-06
0.8966,0.01425704,ahdt,1.00E-06,1.00E-06
0.8966,0.01425704,isetac,1.00E-06,1.00E-06
0.8966,0.01425704,gcald,1.00E-06,1.00E-06
0.8966,0.01425704,2dr5p,1.00E-06,1.00E-06
0.8966,0.01425704,dhpt,1.00E-06,1.00E-06
0.8966,0.01425704,acgam,1.00E-06,1.00E-06
0.8966,0.01425704,5mthf,1.00E-06,1.00E-06
0.8966,0.01425704,iasp,1.00E-06,1.00E-06
0.8966,0.01425704,ethso3,1.00E-06,1.00E-06
0.8966,0.01425704,aragund,1.00E-06,1.00E-06
0.8966,0.01425704,garagund,1.00E-06,1.00E-06
0.8966,0.01425704,5aizc,1.00E-06,1.00E-06
0.8966,0.01425704,25aics,2.20E-05,2.20E-05
0.8966,0.01425704,23dhbzs,1.00E-06,1.00E-06
0.8966,0.01425704,23dhb,1.00E-06,1.00E-06
0.8966,0.01425704,mal__D,1.00E-06,1.00E-06
0.8966,0.01425704,ly_L,1.00E-06,1.00E-06
0.8966,0.01425704,xylu__L,1.00E-06,1.00E-06
0.8966,0.01425704,gg4abut,1.00E-06,1.00E-06
0.8966,0.01425704,sulfac,1.00E-06,1.00E-06
0.8966,0.01425704,datp,1.00E-06,1.00E-06
0.8966,0.01425704,ditp,1.00E-06,1.00E-06
0.8966,0.01425704,icolipa,1.00E-06,1.00E-06
0.8966,0.01425704,gicolipa,1.00E-06,1.00E-06
0.8966,0.01425704,fe3,1.00E-06,0.004838174
0.8966,0.01425704,fe2,1.00E-06,1.00E-06
0.8966,0.01425704,no,1.00E-06,1.00E-06
0.8966,0.01425704,no3,1.00E-06,1.00E-06
0.8966,0.01425704,ggagicolipa,1.00E-06,1.00E-06
0.8966,0.01425704,gggagicolipa,1.00E-06,1.00E-06
0.8966,0.01425704,colipa,1.00E-06,1.00E-06
0.8966,0.01425704,n2o,1.00E-06,1.00E-06
0.8966,0.01425704,anhm4p,1.00E-06,1.00E-06
0.8966,0.01425704,anhm3p,1.00E-06,1.00E-06
0.8966,0.01425704,acanth,1.00E-06,1.00E-06
0.8966,0.01425704,metsoS__L,1.00E-06,1.00E-06
0.8966,0.01425704,metsoR__L,1.00E-06,1.00E-06
0.8966,0.01425704,23dappa,1.00E-06,1.00E-06
0.8966,0.01425704,cgly,1.00E-06,1.00E-06
0.8966,0.01425704,rbflvrd,1.00E-06,1.00E-06
0.8966,0.01425704,mso3,1.00E-06,1.00E-06
0.8966,0.01425704,fald,1.00E-06,1.00E-06
0.8966,0.01425704,LalaLglu,1.00E-06,1.00E-06
0.8966,0.01425704,r1p,1.00E-06,1.00E-06
0.8966,0.01425704,r15bp,1.00E-06,1.00E-06
0.8966,0.01425704,pmtcoa,1.00E-06,1.00E-06
0.8966,0.01425704,hdca,1.00E-06,1.00E-06
0.8966,0.01425704,ppgpp,1.00E-06,1.00E-06
0.8966,0.01425704,35cgmp,1.00E-06,1.00E-06
0.8966,0.01425704,ggptrc,1.00E-06,1.00E-06
0.8966,0.01425704,itp,1.00E-06,1.00E-06
0.8966,0.01425704,sarcs,1.00E-06,1.00E-06
0.8966,0.01425704,xtp,1.00E-06,1.00E-06
0.8966,0.01425704,dimp,1.00E-06,1.00E-06
0.8966,0.01425704,all__D,1.00E-06,1.00E-06
0.8966,0.01425704,all6p,1.00E-06,1.00E-06
0.8966,0.01425704,aso4,1.00E-06,1.00E-06
0.8966,0.01425704,aso3,1.00E-06,1.00E-06
0.8966,0.01425704,gthoc,1.00E-06,1.00E-06
0.8966,0.01425704,ragund,1.00E-06,1.00E-06
0.8966,0.01425704,gfgaragund,1.00E-06,1.00E-06
0.8966,0.01425704,o16aund,1.00E-06,1.00E-06
0.8966,0.01425704,anhgm4p,1.00E-06,1.00E-06
0.8966,0.01425704,anhgm3p,1.00E-06,1.00E-06
0.8966,0.01425704,mmet,1.00E-06,1.00E-06
0.8966,0.01425704,acglu,0.000136614,0.000136614
0.8966,0.01425704,acg5p,1.00E-06,1.00E-06
0.8966,0.01425704,lald__D,1.00E-06,1.00E-06
0.8966,0.01425704,12ppd__R,1.00E-06,1.00E-06
0.8966,0.01425704,glcn,1.00E-06,1.00E-06
0.8966,0.01425704,rml,1.00E-06,1.00E-06
0.8966,0.01425704,rml1p,1.00E-06,1.00E-06
0.8966,0.01425704,pydam,1.00E-06,1.00E-06
0.8966,0.01425704,15dap,1.00E-06,1.00E-06
0.8966,0.01425704,hisp,1.00E-06,1.00E-06
0.8966,0.01425704,sl2a6o,1.00E-06,1.00E-06
0.8966,0.01425704,acon_T,1.00E-06,1.00E-06
0.8966,0.01425704,aconm,1.00E-06,1.00E-06
0.8966,0.01425704,seln,1.00E-06,1.00E-06
0.8966,0.01425704,selnp,1.00E-06,1.00E-06
0.8966,0.01425704,Nmtrp,1.00E-06,1.00E-06
0.8966,0.01425704,dgdp,1.00E-06,1.00E-06
0.8966,0.01425704,skm,1.00E-06,1.00E-06
0.8966,0.01425704,skm5p,1.00E-06,1.00E-06
0.8966,0.01425704,dmbzid,1.00E-06,1.00E-06
0.8966,0.01425704,athr__L,1.00E-06,1.00E-06
0.8966,0.01425704,5mtr,1.00E-06,1.00E-06
0.8966,0.01425704,pant__R,1.00E-06,1.00E-06
0.8966,0.01425704,galct__D,1.00E-06,1.00E-06
0.8966,0.01425704,udpLa4o,1.00E-06,1.00E-06
0.8966,0.01425704,mmcoa__S,1.00E-06,1.00E-06
0.8966,0.01425704,udpLa4n,1.00E-06,1.00E-06
0.8966,0.01425704,udpLa4fn,1.00E-06,1.00E-06
0.8966,0.01425704,uLa4fn,1.00E-06,1.00E-06
0.8966,0.01425704,lipa,1.00E-06,1.00E-06
0.8966,0.01425704,hlipa,1.00E-06,1.00E-06
0.8966,0.01425704,2mcacn,1.00E-06,1.00E-06
0.8966,0.01425704,acetol,1.00E-06,1.00E-06
0.8966,0.01425704,hhlipa,1.00E-06,1.00E-06
0.8966,0.01425704,phphhlipa,1.00E-06,1.00E-06
0.8966,0.01425704,kphphhlipa,1.00E-06,1.00E-06
0.8966,0.01425704,gagicolipa,1.00E-06,1.00E-06
0.8966,0.01425704,phhlipa,1.00E-06,1.00E-06
0.8966,0.01425704,hphhlipa,1.00E-06,1.00E-06
0.8966,0.01425704,3sala,1.00E-06,1.00E-06
0.8966,0.01425704,so2,1.00E-06,1.00E-06
0.8966,0.01425704,dad_5,1.00E-06,1.00E-06
0.8966,0.01425704,ppp9,1.00E-06,1.00E-06
0.8966,0.01425704,sbzcoa,1.00E-06,1.00E-06
0.8966,0.01425704,cys__D,1.00E-06,1.00E-06
0.8966,0.01425704,idp,1.00E-06,1.00E-06
0.8966,0.01425704,g3pg,1.00E-06,1.00E-06
0.8966,0.01425704,2agpe180,1.00E-06,1.00E-06
0.8966,0.01425704,ocdca,1.00E-06,1.00E-06
0.8966,0.01425704,2agpe160,1.00E-06,1.00E-06
0.8966,0.01425704,pe160,1.00E-06,1.00E-06
0.8966,0.01425704,galctn__D,1.00E-06,1.00E-06
0.8966,0.01425704,malthp,1.00E-06,1.00E-06
0.8966,0.01425704,2agpg180,1.00E-06,1.00E-06
0.8966,0.01425704,dscl,1.00E-06,1.00E-06
0.8966,0.01425704,pg180,1.00E-06,1.00E-06
0.8966,0.01425704,2agpg160,1.00E-06,1.00E-06
0.8966,0.01425704,pg160,1.00E-06,1.00E-06
0.8966,0.01425704,cdpdodecg,1.00E-06,1.00E-06
0.8966,0.01425704,pgp180,1.00E-06,1.00E-06
0.8966,0.01425704,3pg,0.000305841,0.000305841
0.8966,0.01425704,stcoa,1.00E-06,1.00E-06
0.8966,0.01425704,2agpg140,1.00E-06,1.00E-06
0.8966,0.01425704,pg140,1.00E-06,1.00E-06
0.8966,0.01425704,apg140,1.00E-06,1.00E-06
0.8966,0.01425704,apg160,1.00E-06,1.00E-06
0.8966,0.01425704,apg180,1.00E-06,1.00E-06
0.8966,0.01425704,occoa,0.000331981,0.000331981
0.8966,0.01425704,octa,1.00E-06,1.00E-06
0.8966,0.01425704,pg161,1.00E-06,1.00E-06
0.8966,0.01425704,cpg160,1.00E-06,1.00E-06
0.8966,0.01425704,pe180,1.00E-06,1.00E-06
0.8966,0.01425704,2agpe140,1.00E-06,1.00E-06
0.8966,0.01425704,progly,1.00E-06,1.00E-06
0.8966,0.01425704,ser__D,1.00E-06,1.00E-06
0.8966,0.01425704,ggbutal,1.00E-06,1.00E-06
0.8966,0.01425704,2tpr3dpcoa,1.00E-06,1.00E-06
0.8966,0.01425704,2ombzl,1.00E-06,1.00E-06
0.8966,0.01425704,2ommbl,1.00E-06,1.00E-06
0.8966,0.01425704,g3ps,1.00E-06,1.00E-06
0.8966,0.01425704,2doxg6p,1.00E-06,1.00E-06
0.8966,0.01425704,2dglc,1.00E-06,1.00E-06
0.8966,0.01425704,oxam,1.00E-06,1.00E-06
0.8966,0.01425704,pa140,1.00E-06,1.00E-06
0.8966,0.01425704,cdpdtdecg,1.00E-06,1.00E-06
0.8966,0.01425704,pa180,1.00E-06,1.00E-06
0.8966,0.01425704,5drib,1.00E-06,1.00E-06
0.8966,0.01425704,Sfglutth,1.00E-06,1.00E-06
0.8966,0.01425704,dhna,1.00E-06,1.00E-06
0.8966,0.01425704,ps180,1.00E-06,1.00E-06
0.8966,0.01425704,ps160,1.00E-06,1.00E-06
0.8966,0.01425704,cdpdhdec9eg,1.00E-06,1.00E-06
0.8966,0.01425704,pgp161,1.00E-06,1.00E-06
0.8966,0.01425704,pgp160,1.00E-06,1.00E-06
0.8966,0.01425704,xdp,1.00E-06,1.00E-06
0.8966,0.01425704,1odec11eg3p,1.00E-06,1.00E-06
