max_growth,k_val,mets,min,max,mean
0.9008278,0.016482446,pppi,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gsn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3dhq,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3dhsk,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3c2hmp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3c4mop,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gam6p,3.54E-06,3.54E-06,3.54E-06
0.9008278,0.016482446,trdrd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dadp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,trdoc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dcdp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dudp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acald,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dump,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,mlthf,2.17E-06,1.67E-05,9.45E-06
0.9008278,0.016482446,dhf,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtmp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,thymd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4ppcys,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pan4p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,10fthf,5.29E-06,5.29E-06,5.29E-06
0.9008278,0.016482446,thf,1.68E-06,1.68E-06,1.68E-06
0.9008278,0.016482446,23dhmb,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3mob,1.00E-06,4.91E-06,2.95E-06
0.9008278,0.016482446,ins,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4abut,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sucsal,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fad,2.01E-06,2.01E-06,2.01E-06
0.9008278,0.016482446,pydxn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pdx5p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,h2o2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,asp__L,7.15E-05,7.15E-05,7.15E-05
0.9008278,0.016482446,nmn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,thr__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2aobut,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,man,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,man6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4ahmmp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4ampm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hco3,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,malcoa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2h3oppan,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2shchc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sucbz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ichor,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,23ddhb,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,rbl__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ru5p__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tartr__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5dh4dglc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pheme,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hemeO,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,amet,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ametam,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,agm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,urea,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,damp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dad_2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gthrd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lgt__S,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pydc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,arg__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,citr__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,argsuc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5mta,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,spmd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dxyl5p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,mana,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2ddglcn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4c2me,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2p4c2me,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,altrn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,icit,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acgam1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,utp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uacgam,1.00E-06,1.99E-06,1.50E-06
0.9008278,0.016482446,uaccg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gly,0.000429499,0.000429499,4.29E-04
0.9008278,0.016482446,csn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,quln,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,nicrnt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hcys__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ahcys,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,met__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2omhmbl,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lcts,1.00E-06,0.000316047,1.59E-04
0.9008278,0.016482446,gal,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tre6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,g6p,3.32E-05,3.32E-05,3.32E-05
0.9008278,0.016482446,cinnm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cenchddd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cechddd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhpppn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhcinnm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gdpofuc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gdpfuc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhpmp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhnpt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,6hmhpt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,6hmhptpp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dpcoa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fru,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2me4p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,25drapp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,urate,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,alltn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,so4,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aps,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3ophb,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2oph,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2ohph,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2omph,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tag6p__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tagdp__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acac,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aacoa,1.78E-05,1.78E-05,1.78E-05
0.9008278,0.016482446,sl26da,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,26dap_LL,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dmso,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dms,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2pglyc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,25dkglcn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5dglcn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dttp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdpglu,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdp4d6dg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4adcho,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4abz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dha,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,udpgal,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,udpgalfur,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdp4d6dm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdprmn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5prdmbz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,rdmbzi,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,duri,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,alltt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uamr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ura,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ctp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,udcpp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ugmda,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uagmda,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uaagmda,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aact,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ade,6.54E-05,6.54E-05,6.54E-05
0.9008278,0.016482446,gmhep17bp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gmhep1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gmhep7p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adphep_DD,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adphep_LD,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,xtsn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,idon__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fadh2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gdptp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adprib,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ncam,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hpyr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,glyc__R,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acorn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,orn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,din,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4hbz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,octdp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pnto__R,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4ppan,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dcamp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acgam6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,asn__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4mhetz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cbp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cbasp,1.88E-05,1.88E-05,1.88E-05
0.9008278,0.016482446,ara5p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,kdo8p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,kdo,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,h2mb4p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,succoa,0.000154092,0.000264216,2.09E-04
0.9008278,0.016482446,sucarg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sucglu,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cynt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,23dhdp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,thdp,0.000154092,0.000264216,2.09E-04
0.9008278,0.016482446,hom__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,phom,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gtspmd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gua,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,suchms,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,phpyr,2.70E-06,2.70E-06,2.70E-06
0.9008278,0.016482446,tmao,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tma,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,e4p,9.54E-06,9.54E-06,9.54E-06
0.9008278,0.016482446,2dda7p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,nac,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,1pyr5c,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,f1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,N1aspmd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,rhcys,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhptd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3dhgulnp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,xu5p__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,n8aspmd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdp4addg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdp4aaddg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,23doguln,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3dhguln,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,tre,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,betald,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,glyb,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,maltpt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,maltttr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fmnh2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,melib,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fcl__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fc1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,udpg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,26dap__M,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uamag,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ugmd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uama,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,glu__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,urdglyc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dctp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dcmp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,op4en,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,4h2opntn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pro__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3hpppn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gdpmann,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gdpddman,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ala_B,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,alaala,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dcyt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dann,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtbt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dutp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,u3aga,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,u3hga,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acmana,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acmanap,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,histd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,his__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aspsa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gam1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gar,2.18E-06,2.18E-06,2.18E-06
0.9008278,0.016482446,fgam,1.00E-06,3.32E-06,2.16E-06
0.9008278,0.016482446,eig3p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,imacp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,glucys,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,prbatp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,prbamp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pram,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acser,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dnad,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pap,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,paps,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,so3,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lys__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,no2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,g3pc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,chol,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,g3pe,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,etha,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,34hpp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ascb6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adocbip,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,agdpcbi,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,prfp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adocbl,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,adocbi,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,thmpp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hkndd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dxyl,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sucorn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sucgsa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hkntd,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2pg,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ppcoa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ppap,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,g3pi,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,inost,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,phthr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5aop,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ppbng,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,23dhba,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,seramp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,enter,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,man6pglyc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,oxur,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fpram,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acmum6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lac__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,man1p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3php,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pser__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ap4a,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ap5a,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,camp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,air,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5caiz,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,mi1p__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2mcit,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,taur,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aacald,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,kdo2lipid4,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3c3hmp,5.20E-06,5.20E-06,5.20E-06
0.9008278,0.016482446,2dhp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,malttr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,malt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,malthc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,o2s,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acnam,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,thm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,udpglcur,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,glcr,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pppn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uacmam,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,uacmamu,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lald__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,lac__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,btnso,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,btn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,cyst__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,unaga,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,unagamu,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2dh3dgal,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,2dh3dgal6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,arbt6p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,hqn,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,3hcinnm,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,pac,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,phaccoa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gp4g,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dtdp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,unagamuf,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ahdt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,isetac,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gcald,0.00030392,0.000715232,5.10E-04
0.9008278,0.016482446,2dr5p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,dhpt,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,acgam,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5mthf,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,iasp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ethso3,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,aragund,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,garagund,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,5aizc,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,25aics,2.12E-05,2.12E-05,2.12E-05
0.9008278,0.016482446,23dhbzs,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,23dhb,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,mal__D,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ly_L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,xylu__L,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gg4abut,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,sulfac,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,datp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ditp,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,icolipa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gicolipa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fe3,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,fe2,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,no,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,no3,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,ggagicolipa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,gggagicolipa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,colipa,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,n2o,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,anhm4p,1.00E-06,1.00E-06,1.00E-06
0.9008278,0.016482446,anhm3p,1.00E-06,1.00E-06,1.00E-06
