max_growth,k_val,mets,min,max,mean
0.902,0.019962608,cytd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gtp,1.07E-06,1.54E-06,1.31E-06
0.902,0.019962608,cmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,h,1,1,1.00E+00
0.902,0.019962608,prpp,1.77E-06,3.32E-06,2.55E-06
0.902,0.019962608,xan,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ppi,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,xmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hxan,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,imp,1.07E-06,1.54E-06,1.31E-06
0.902,0.019962608,orot5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,co2,0.003095157,0.003095157,3.10E-03
0.902,0.019962608,ump,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glu5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,nadph,1.43E-06,1.43E-06,1.43E-06
0.902,0.019962608,glu5sa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,nadp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pi,9.82E-05,9.82E-05,9.82E-05
0.902,0.019962608,accoa,0.000885812,0.000885812,8.86E-04
0.902,0.019962608,h2o,1,1,1.00E+00
0.902,0.019962608,oaa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cit,5.20E-05,5.20E-05,5.20E-05
0.902,0.019962608,coa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ala__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pydx5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pyam5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pyr,1.45E-06,1.54E-06,1.49E-06
0.902,0.019962608,akg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ptrc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4abutn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glu__L,0.000256586,0.000256586,2.57E-04
0.902,0.019962608,ac,0.000946928,0.000946928,9.47E-04
0.902,0.019962608,atp,0.000715232,0.000715232,7.15E-04
0.902,0.019962608,amp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cys__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,h2s,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,nh4,0.003319814,0.003319814,3.32E-03
0.902,0.019962608,5apru,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,5aprbu,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pep,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mal__L,2.93E-05,2.93E-05,2.93E-05
0.902,0.019962608,nad,0.001540921,0.001540921,1.54E-03
0.902,0.019962608,nadh,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ru5p__D,5.45E-06,5.45E-06,5.45E-06
0.902,0.019962608,db4p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,for,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ribflv,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fmn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,xylu__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,xu5p__D,2.14E-05,2.14E-05,2.14E-05
0.902,0.019962608,rib__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,r5p,8.21E-06,8.21E-06,8.21E-06
0.902,0.019962608,glyc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glyc3p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dmlz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4r5au,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,f6p,7.68E-06,7.68E-06,7.68E-06
0.902,0.019962608,g1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adpglc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ala__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cpppg3,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,o2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pppg9,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhor__S,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mqn8,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mql8,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,orot,1.77E-06,3.32E-06,2.55E-06
0.902,0.019962608,glyclt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,q8,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,q8h2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2dmmq8,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2dmmql8,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2obut,1.45E-06,1.54E-06,1.49E-06
0.902,0.019962608,2ahbut,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,s7p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,s17bp,0.000154092,0.000154092,1.54E-04
0.902,0.019962608,23dhmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3mop,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,alac__S,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,indole,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ser__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,trp__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhap,0.003212384,0.003212384,3.21E-03
0.902,0.019962608,glc__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,chor,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gln__L,1.65E-06,3.32E-06,2.48E-06
0.902,0.019962608,anth,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fum,7.34E-06,7.34E-06,7.34E-06
0.902,0.019962608,succ,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pran,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pphn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3psme,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2cpr5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3ig3p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4mop,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,leu__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dmpp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ipdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,grdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,frdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hmbil,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uppg3,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ckdo,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lipidA,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,kdolipid4,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udcpdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,u23ga,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lipidX,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mthgxl,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lipidAds,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2mahmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4mpetz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,thmmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2ddg6p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,g3p,0.000321457,0.000321457,3.21E-04
0.902,0.019962608,dgtp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dgmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uri,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,6pgl,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,6pgc,1.47E-06,1.47E-06,1.47E-06
0.902,0.019962608,dgsn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pppi,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gsn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3dhq,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3dhsk,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3c2hmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3c4mop,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gam6p,3.54E-06,3.54E-06,3.54E-06
0.902,0.019962608,trdrd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dadp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,trdoc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dcdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dudp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acald,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dump,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mlthf,1.61E-05,1.61E-05,1.61E-05
0.902,0.019962608,dhf,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,thymd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4ppcys,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pan4p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,10fthf,7.53E-06,7.53E-06,7.53E-06
0.902,0.019962608,thf,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,23dhmb,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3mob,3.05E-06,3.05E-06,3.05E-06
0.902,0.019962608,ins,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4abut,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,sucsal,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fad,2.49E-06,2.49E-06,2.49E-06
0.902,0.019962608,pydxn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pdx5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,h2o2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,asp__L,1.54E-05,1.54E-05,1.54E-05
0.902,0.019962608,nmn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,thr__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2aobut,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,man,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,man6p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4ahmmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4ampm,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hco3,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,malcoa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2h3oppan,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2shchc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,sucbz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ichor,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,23ddhb,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,rbl__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ru5p__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tartr__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,5dh4dglc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pheme,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hemeO,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,amet,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ametam,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,agm,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,urea,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,damp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dad_2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gthrd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lgt__S,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pydc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,arg__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,citr__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,argsuc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,5mta,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,spmd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dxyl5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,mana,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2ddglcn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4c2me,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2p4c2me,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,altrn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,icit,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acgam1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,utp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uacgam,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uaccg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gly,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,csn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,quln,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,nicrnt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hcys__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ahcys,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,met__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2omhmbl,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lcts,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gal,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tre6p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,g6p,0.000134951,0.000134951,1.35E-04
0.902,0.019962608,cinnm,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cenchddd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cechddd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhpppn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhcinnm,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdpofuc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdpfuc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhpmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhnpt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,6hmhpt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,6hmhptpp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dpcoa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fru,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2me4p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,25drapp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,urate,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,alltn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,so4,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,aps,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3ophb,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2oph,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2ohph,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2omph,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tag6p__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tagdp__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acac,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,aacoa,2.20E-05,2.20E-05,2.20E-05
0.902,0.019962608,sl26da,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,26dap_LL,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dmso,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dms,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,2pglyc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,25dkglcn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,5dglcn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dttp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdpglu,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdp4d6dg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4adcho,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4abz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dha,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udpgal,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udpgalfur,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdp4d6dm,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdprmn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,5prdmbz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,rdmbzi,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,duri,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,alltt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uamr,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ura,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ctp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udcpp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ugmda,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uagmda,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uaagmda,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,aact,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ade,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gmhep17bp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gmhep1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gmhep7p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adphep_DD,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adphep_LD,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,xtsn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,idon__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fadh2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdptp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,adprib,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ncam,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,hpyr,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glyc__R,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acorn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,orn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,din,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4hbz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,octdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pnto__R,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4ppan,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dcamp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acgam6p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,asn__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4mhetz,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cbp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cbasp,1.88E-05,1.88E-05,1.88E-05
0.902,0.019962608,ara5p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,kdo8p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,kdo,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,h2mb4p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,succoa,0.000154092,0.000264216,2.09E-04
0.902,0.019962608,sucarg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,sucglu,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,cynt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,23dhdp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,thdp,0.000154092,0.000264216,2.09E-04
0.902,0.019962608,hom__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,phom,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gtspmd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gua,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,suchms,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,phpyr,1.35E-06,1.35E-06,1.35E-06
0.902,0.019962608,tmao,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tma,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,e4p,1.05E-05,1.05E-05,1.05E-05
0.902,0.019962608,2dda7p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,nac,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,1pyr5c,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,f1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,N1aspmd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,rhcys,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dhptd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3dhgulnp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,xu5p__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,n8aspmd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdp4addg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtdp4aaddg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,23doguln,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3dhguln,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,tre,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,betald,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glyb,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,maltpt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,maltttr,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fmnh2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,melib,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fcl__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fc1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,udpg,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,26dap__M,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uamag,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ugmd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,uama,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glu__D,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,urdglyc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dctp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dcmp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,op4en,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,4h2opntn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pro__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,3hpppn,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdpmann,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gdpddman,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,ala_B,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,alaala,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dcyt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dann,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dtbt,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dutp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,u3aga,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,u3hga,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acmana,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acmanap,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,histd,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,his__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,aspsa,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gam1p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,gar,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,fgam,1.65E-06,3.32E-06,2.48E-06
0.902,0.019962608,eig3p,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,imacp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,glucys,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,prbatp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,prbamp,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pram,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,acser,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,dnad,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,pap,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,paps,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,so3,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,lys__L,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,no2,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,g3pc,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,chol,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,g3pe,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,etha,1.00E-06,1.00E-06,1.00E-06
0.902,0.019962608,34hpp,1.00E-06,1.00E-06,1.00E-06
