max_growth,k_val,mets,min,max
0.902,0.019781247334582485,4ahmmp,1.0000000000000004e-06,1.0001000091720685e-06
0.902,0.019781247334582485,4ampm,1.0000000000000004e-06,9.999999995533284e-07
0.902,0.019781247334582485,hco3,1.0000000000000004e-06,9.999999995572347e-07
0.902,0.019781247334582485,malcoa,1.0000000000000004e-06,9.999999995649122e-07
0.902,0.019781247334582485,2h3oppan,1.0000000000000004e-06,9.999999995673794e-07
0.902,0.019781247334582485,2shchc,1.0000000000000004e-06,9.999999995636312e-07
0.902,0.019781247334582485,sucbz,1.0000000000000004e-06,9.999999995535007e-07
0.902,0.019781247334582485,ichor,1.0000000000000004e-06,1.0000000016792688e-06
0.902,0.019781247334582485,23ddhb,1.0000000000000004e-06,1.0001000091688904e-06
0.902,0.019781247334582485,rbl__L,1.0000000000000004e-06,9.99999999562045e-07
0.902,0.019781247334582485,ru5p__L,1.0000000000000004e-06,1.0000000040516395e-06
0.902,0.019781247334582485,tartr__L,1.0000000000000004e-06,1.000000001678036e-06
0.902,0.019781247334582485,5dh4dglc,1.0000000000000004e-06,9.99999999555629e-07
0.902,0.019781247334582485,pheme,1.0000000000000004e-06,9.999999995528292e-07
0.902,0.019781247334582485,hemeO,1.0000000000000004e-06,9.999999995452887e-07
0.902,0.019781247334582485,amet,1.0000000000000004e-06,9.999999996428587e-07
0.902,0.019781247334582485,ametam,1.0000000000000004e-06,9.99999999566939e-07
0.902,0.019781247334582485,agm,1.0000000000000004e-06,9.999999995473208e-07
0.902,0.019781247334582485,urea,1.0000000000000004e-06,9.999999995559948e-07
0.902,0.019781247334582485,damp,1.0000000000000004e-06,9.999999995613006e-07
0.902,0.019781247334582485,dad_2,1.0000000000000004e-06,9.999999995438249e-07
0.902,0.019781247334582485,gthrd,1.0000000000000004e-06,9.99999999548296e-07
0.902,0.019781247334582485,lgt__S,1.0000000000000004e-06,9.999999995550195e-07
0.902,0.019781247334582485,pydc,1.0000000000000004e-06,9.999999995595723e-07
0.902,0.019781247334582485,arg__L,1.0000000000000004e-06,9.999999995565899e-07
0.902,0.019781247334582485,citr__L,1.0000000000000004e-06,9.99999999548724e-07
0.902,0.019781247334582485,argsuc,1.0000000000000004e-06,9.999999995139413e-07
0.902,0.019781247334582485,5mta,1.0000000000000004e-06,9.99999999562601e-07
0.902,0.019781247334582485,spmd,1.0000000000000004e-06,9.999999995520637e-07
0.902,0.019781247334582485,dxyl5p,1.0000000000000004e-06,9.999999995519481e-07
0.902,0.019781247334582485,mana,1.0000000000000004e-06,9.999999995546535e-07
0.902,0.019781247334582485,2ddglcn,1.0000000000000004e-06,9.999999995557106e-07
0.902,0.019781247334582485,4c2me,1.0000000000000004e-06,9.999999995415406e-07
0.902,0.019781247334582485,2p4c2me,1.0000000000000004e-06,9.99999999534318e-07
0.902,0.019781247334582485,altrn,1.0000000000000004e-06,1.0001000090404523e-06
0.902,0.019781247334582485,icit,1.0000000000000004e-06,9.99999999551623e-07
0.902,0.019781247334582485,acgam1p,1.0000000000000004e-06,9.999999995462906e-07
0.902,0.019781247334582485,utp,1.0000000000000004e-06,9.999999995510814e-07
0.902,0.019781247334582485,uacgam,1.0000000000000004e-06,1.000100009173417e-06
0.902,0.019781247334582485,uaccg,1.0000000000000004e-06,9.99999999569106e-07
0.902,0.019781247334582485,gly,1.0000000000000004e-06,1.000000001684724e-06
0.902,0.019781247334582485,csn,1.0000000000000004e-06,1.0001000091712744e-06
0.902,0.019781247334582485,quln,1.0000000000000004e-06,9.999999995719766e-07
0.902,0.019781247334582485,nicrnt,1.0000000000000004e-06,9.999999995659868e-07
0.902,0.019781247334582485,hcys__L,1.0000000000000004e-06,9.999999995518363e-07
0.902,0.019781247334582485,ahcys,1.0000000000000004e-06,9.999999996486388e-07
0.902,0.019781247334582485,met__L,1.0000000000000004e-06,9.999999996553554e-07
0.902,0.019781247334582485,2omhmbl,1.0000000000000004e-06,9.999999995507633e-07
0.902,0.019781247334582485,lcts,1.0000000000000004e-06,9.999999995518878e-07
0.902,0.019781247334582485,gal,1.0000000000000004e-06,1.0001000066833658e-06
0.902,0.019781247334582485,tre6p,1.0000000000000004e-06,1.0000000016839317e-06
0.902,0.019781247334582485,g6p,0.0001221630764402945,0.00012216307643761796
0.902,0.019781247334582485,cinnm,1.0000000000000004e-06,9.999999995608123e-07
0.902,0.019781247334582485,cenchddd,1.0000000000000004e-06,9.999999995478838e-07
0.902,0.019781247334582485,cechddd,1.0000000000000004e-06,9.999999995478838e-07
0.902,0.019781247334582485,dhpppn,1.0000000000000004e-06,1.0000000016842568e-06
0.902,0.019781247334582485,dhcinnm,1.0000000000000004e-06,9.999999995686798e-07
0.902,0.019781247334582485,gdpofuc,1.0000000000000004e-06,9.99999999561171e-07
0.902,0.019781247334582485,gdpfuc,1.0000000000000004e-06,9.99999999561171e-07
0.902,0.019781247334582485,dhpmp,1.0000000000000004e-06,1.000100009162438e-06
0.902,0.019781247334582485,dhnpt,1.0000000000000004e-06,1.0000000016863102e-06
0.902,0.019781247334582485,6hmhpt,1.0000000000000004e-06,9.99999999555629e-07
0.902,0.019781247334582485,6hmhptpp,1.0000000000000004e-06,9.999999995588404e-07
0.902,0.019781247334582485,dpcoa,1.0000000000000004e-06,9.999999995588334e-07
0.902,0.019781247334582485,fru,1.0000000000000004e-06,9.999999995422866e-07
0.902,0.019781247334582485,2me4p,1.0000000000000004e-06,9.999999995458838e-07
0.902,0.019781247334582485,25drapp,1.0000000000000004e-06,9.99999999547152e-07
0.902,0.019781247334582485,urate,1.0000000000000004e-06,9.99999999547836e-07
0.902,0.019781247334582485,alltn,1.0000000000000004e-06,1.0001000090404523e-06
0.902,0.019781247334582485,so4,1.0000000000000004e-06,9.999999995468606e-07
0.902,0.019781247334582485,aps,1.0000000000000004e-06,1.0001000066769542e-06
0.902,0.019781247334582485,3ophb,1.0000000000000004e-06,1.0000000016849672e-06
0.902,0.019781247334582485,2oph,1.0000000000000004e-06,1.000200026329911e-06
0.902,0.019781247334582485,2ohph,1.0000000000000004e-06,9.999999995422244e-07
0.902,0.019781247334582485,2omph,1.0000000000000004e-06,9.999999995507633e-07
0.902,0.019781247334582485,tag6p__D,1.0000000000000004e-06,1.000000001678036e-06
0.902,0.019781247334582485,tagdp__D,1.0000000000000004e-06,1.000000001678036e-06
0.902,0.019781247334582485,acac,1.0000000000000004e-06,9.999999995624998e-07
0.902,0.019781247334582485,aacoa,2.2047683606815328e-05,2.2047785947579005e-05
0.902,0.019781247334582485,sl26da,1.0000000000000004e-06,9.999999995494898e-07
0.902,0.019781247334582485,26dap_LL,1.0000000000000004e-06,9.999999995704615e-07
0.902,0.019781247334582485,dmso,1.0000000000000004e-06,9.999999995174106e-07
0.902,0.019781247334582485,dms,1.0000000000000004e-06,9.999999995174106e-07
0.902,0.019781247334582485,2pglyc,1.0000000000000004e-06,9.999999995636312e-07
0.902,0.019781247334582485,25dkglcn,1.0000000000000004e-06,9.99999999547152e-07
0.902,0.019781247334582485,5dglcn,1.0000000000000004e-06,9.999999995653331e-07
0.902,0.019781247334582485,dttp,1.0000000000000004e-06,9.999999995441287e-07
0.902,0.019781247334582485,dtdpglu,1.0000000000000004e-06,9.99999999565502e-07
0.902,0.019781247334582485,dtdp4d6dg,1.0000000000000004e-06,9.999999995547548e-07
0.902,0.019781247334582485,4adcho,1.0000000000000004e-06,9.99999999565285e-07
0.902,0.019781247334582485,4abz,1.0000000000000004e-06,1.0001000091720685e-06
0.902,0.019781247334582485,dha,1.0000000000000004e-06,1.000100011324539e-06
0.902,0.019781247334582485,udpgal,1.0000000000000004e-06,9.99999999572609e-07
0.902,0.019781247334582485,udpgalfur,1.0000000000000004e-06,9.999999995554796e-07
0.902,0.019781247334582485,dtdp4d6dm,1.0000000000000004e-06,9.999999995547548e-07
0.902,0.019781247334582485,dtdprmn,1.0000000000000004e-06,9.99999999565502e-07
0.902,0.019781247334582485,5prdmbz,1.0000000000000004e-06,1.0000000016710975e-06
0.902,0.019781247334582485,rdmbzi,1.0000000000000004e-06,9.99999999562045e-07
0.902,0.019781247334582485,duri,1.0000000000000004e-06,1.0001000113300215e-06
0.902,0.019781247334582485,alltt,1.0000000000000004e-06,1.0001000090404523e-06
0.902,0.019781247334582485,uamr,1.0000000000000004e-06,9.999999995518132e-07
0.902,0.019781247334582485,ura,1.0000000000000004e-06,9.999999995550053e-07
0.902,0.019781247334582485,ctp,1.0000000000000004e-06,9.99999999555723e-07
0.902,0.019781247334582485,adn,1.0000000000000004e-06,9.999999995567e-07
0.902,0.019781247334582485,udcpp,1.0000000000000004e-06,9.999999995630415e-07
0.902,0.019781247334582485,ugmda,1.0000000000000004e-06,9.999999995635033e-07
0.902,0.019781247334582485,uagmda,1.0000000000000004e-06,9.999999995615708e-07
0.902,0.019781247334582485,uaagmda,1.0000000000000004e-06,9.99999999557567e-07
0.902,0.019781247334582485,aact,1.0000000000000004e-06,9.999999995659424e-07
0.902,0.019781247334582485,ade,1.0000000000000004e-06,9.999999995540977e-07
0.902,0.019781247334582485,gmhep17bp,1.0000000000000004e-06,9.999999995583324e-07
0.902,0.019781247334582485,gmhep1p,1.0000000000000004e-06,9.999999995583324e-07
0.902,0.019781247334582485,gmhep7p,1.0000000000000004e-06,9.999999995583324e-07
0.902,0.019781247334582485,adphep_DD,1.0000000000000004e-06,9.999999995629883e-07
0.902,0.019781247334582485,adphep_LD,1.0000000000000004e-06,9.999999995629883e-07
0.902,0.019781247334582485,xtsn,1.0000000000000004e-06,9.999999995550053e-07
0.902,0.019781247334582485,idon__L,1.0000000000000004e-06,9.999999995566182e-07
0.902,0.019781247334582485,fadh2,1.0000000000000004e-06,9.99999999846875e-07
0.902,0.019781247334582485,gdptp,1.0000000000000004e-06,9.999999995506212e-07
0.902,0.019781247334582485,adprib,1.0000000000000004e-06,9.999999995629883e-07
0.902,0.019781247334582485,ncam,1.0000000000000004e-06,9.999999995533658e-07
0.902,0.019781247334582485,hpyr,1.0000000000000004e-06,9.999999995560766e-07
0.902,0.019781247334582485,glyc__R,1.0000000000000004e-06,9.999999995466493e-07
0.902,0.019781247334582485,acorn,1.0000000000000004e-06,9.999999995559912e-07
0.902,0.019781247334582485,orn,1.0000000000000004e-06,9.999999995639298e-07
0.902,0.019781247334582485,din,1.0000000000000004e-06,9.999999995369878e-07
0.902,0.019781247334582485,4hbz,1.0000000000000004e-06,9.999999995496728e-07
0.902,0.019781247334582485,octdp,1.0000000000000004e-06,9.999999995580268e-07
0.902,0.019781247334582485,pnto__R,1.0000000000000004e-06,9.999999995517599e-07
0.902,0.019781247334582485,4ppan,1.0000000000000004e-06,9.999999995522537e-07
0.902,0.019781247334582485,dcamp,1.0000000000000004e-06,9.999999997554086e-07
0.902,0.019781247334582485,acgam6p,1.0000000000000004e-06,9.999999995689976e-07
0.902,0.019781247334582485,asn__L,1.0000000000000004e-06,9.999999995603238e-07
0.902,0.019781247334582485,4mhetz,1.0000000000000004e-06,1.000200024044409e-06
0.902,0.019781247334582485,cbp,1.0000000000000004e-06,9.999999999997765e-07
0.902,0.019781247334582485,cbasp,1.8755969669044504e-05,1.8755969668653694e-05
0.902,0.019781247334582485,ara5p,1.0000000000000004e-06,9.999999995546127e-07
0.902,0.019781247334582485,kdo8p,1.0000000000000004e-06,9.999999995513603e-07
0.902,0.019781247334582485,kdo,1.0000000000000004e-06,1.0000000016750339e-06
0.902,0.019781247334582485,h2mb4p,1.0000000000000004e-06,9.99999999560576e-07
0.902,0.019781247334582485,succoa,0.00015409213177560365,0.00016665135435184615
0.902,0.019781247334582485,sucarg,1.0000000000000004e-06,9.999999995545843e-07
0.902,0.019781247334582485,sucglu,1.0000000000000004e-06,9.999999995448534e-07
0.902,0.019781247334582485,cynt,1.0000000000000004e-06,1.0000000543474067e-06
0.902,0.019781247334582485,23dhdp,1.0000000000000004e-06,9.999999995427805e-07
0.902,0.019781247334582485,thdp,0.0001540921317755771,0.0001666513543518503
0.902,0.019781247334582485,hom__L,1.0000000000000004e-06,9.999999995575118e-07
0.902,0.019781247334582485,phom,1.0000000000000004e-06,9.999999995686992e-07
0.902,0.019781247334582485,gtspmd,1.0000000000000004e-06,9.999999995620327e-07
0.902,0.019781247334582485,gua,1.0000000000000004e-06,9.999999995645532e-07
0.902,0.019781247334582485,suchms,1.0000000000000004e-06,9.999999995563802e-07
0.902,0.019781247334582485,phpyr,1.1127261717076906e-06,1.1127261717076906e-06
0.902,0.019781247334582485,tmao,1.0000000000000004e-06,1.0000000016723445e-06
0.902,0.019781247334582485,tma,1.0000000000000004e-06,1.0000000016723445e-06
0.902,0.019781247334582485,e4p,1.1227516492994344e-05,1.1227516492737344e-05
0.902,0.019781247334582485,2dda7p,1.0000000000000004e-06,9.9999999956145e-07
0.902,0.019781247334582485,nac,1.0000000000000004e-06,9.999999995598158e-07
0.902,0.019781247334582485,1pyr5c,1.0000000000000004e-06,1.0000000016827522e-06
0.902,0.019781247334582485,f1p,1.0000000000000004e-06,9.999999995728542e-07
0.902,0.019781247334582485,N1aspmd,1.0000000000000004e-06,9.999999995423879e-07
0.902,0.019781247334582485,rhcys,1.0000000000000004e-06,9.99999999562045e-07
0.902,0.019781247334582485,dhptd,1.0000000000000004e-06,9.999999995625868e-07
0.902,0.019781247334582485,3dhgulnp,1.0000000000000004e-06,9.999999995737423e-07
0.902,0.019781247334582485,xu5p__L,1.0000000000000004e-06,1.0001000067196692e-06
0.902,0.019781247334582485,n8aspmd,1.0000000000000004e-06,9.99999999562459e-07
0.902,0.019781247334582485,dtdp4addg,1.0000000000000004e-06,9.999999995547548e-07
0.902,0.019781247334582485,dtdp4aaddg,1.0000000000000004e-06,9.999999995547548e-07
0.902,0.019781247334582485,23doguln,1.0000000000000004e-06,9.999999995689303e-07
0.902,0.019781247334582485,3dhguln,1.0000000000000004e-06,9.999999995737423e-07
0.902,0.019781247334582485,tre,1.0000000000000004e-06,9.999999995649122e-07
0.902,0.019781247334582485,betald,1.0000000000000004e-06,9.999999995640116e-07
0.902,0.019781247334582485,glyb,1.0000000000000004e-06,1.0000000016866761e-06
0.902,0.019781247334582485,maltpt,1.0000000000000004e-06,9.999999995527689e-07
0.902,0.019781247334582485,maltttr,1.0000000000000004e-06,1.0001000091703738e-06
0.902,0.019781247334582485,fmnh2,1.0000000000000004e-06,9.999999995653295e-07
0.902,0.019781247334582485,melib,1.0000000000000004e-06,9.999999995703798e-07
