max_growth,k_val,rxns,Z
0.8966,0.00939893731511097,CYTDK2,1.0
0.8966,0.00939893731511097,XPPT,1.0
0.8966,0.00939893731511097,HXPRT,1.0
0.8966,0.00939893731511097,OMPDC,1.0
0.8966,0.00939893731511097,G5SD,1.0
0.8966,0.00939893731511097,CS,1.0
0.8966,0.00939893731511097,ALATA_L2,0.0
0.8966,0.00939893731511097,PTRCTA,0.0
0.8966,0.00939893731511097,ACS,1.0
0.8966,0.00939893731511097,CYSDS,1.0
0.8966,0.00939893731511097,PPA,1.0
0.8966,0.00939893731511097,APRAUR,1.0
0.8966,0.00939893731511097,PPCK,1.0
0.8966,0.00939893731511097,ME1,1.0
0.8966,0.00939893731511097,DB4PS,1.0
0.8966,0.00939893731511097,RBFK,1.0
0.8966,0.00939893731511097,XYLK,0
0.8966,0.00939893731511097,RBK,1.0
0.8966,0.00939893731511097,GLYK,1.0
0.8966,0.00939893731511097,ACP1_FMN,1.0
0.8966,0.00939893731511097,RBFSb,1.0
0.8966,0.00939893731511097,NDP3,1.0
0.8966,0.00939893731511097,CDPPH,1.0
0.8966,0.00939893731511097,NDP7,1.0
0.8966,0.00939893731511097,FBP,1.0
0.8966,0.00939893731511097,GLGC,1.0
0.8966,0.00939893731511097,ALATA_D2,0.0
0.8966,0.00939893731511097,PYK,0.0
0.8966,0.00939893731511097,PMDPHT,1.0
0.8966,0.00939893731511097,CPPPGO,1.0
0.8966,0.00939893731511097,DHORD5,1.0
0.8966,0.00939893731511097,GLYCTO2,1.0
0.8966,0.00939893731511097,GLYCTO3,0.0
0.8966,0.00939893731511097,GLYCTO4,1.0
0.8966,0.00939893731511097,RBFSa,1.0
0.8966,0.00939893731511097,ACHBS,1.0
0.8966,0.00939893731511097,PFK_3,1.0
0.8966,0.00939893731511097,DHAD2,1.0
0.8966,0.00939893731511097,ACLS,1.0
0.8966,0.00939893731511097,TRPS2,1.0
0.8966,0.00939893731511097,G3PD5,1.0
0.8966,0.00939893731511097,G1PP,1.0
0.8966,0.00939893731511097,PFL,1.0
0.8966,0.00939893731511097,ANS,1.0
0.8966,0.00939893731511097,FRD2,1.0
0.8966,0.00939893731511097,FRD3,1.0
0.8966,0.00939893731511097,ANPRT,1.0
0.8966,0.00939893731511097,POX,1.0
0.8966,0.00939893731511097,CHORM,1.0
0.8966,0.00939893731511097,CHORS,1.0
0.8966,0.00939893731511097,IGPS,1.0
0.8966,0.00939893731511097,LEUTAi,1.0
0.8966,0.00939893731511097,DMATT,1.0
0.8966,0.00939893731511097,GRTT,1.0
0.8966,0.00939893731511097,UPP3S,1.0
0.8966,0.00939893731511097,UPPDC1,1.0
0.8966,0.00939893731511097,MOAT,1.0
0.8966,0.00939893731511097,UDCPDPS,1.0
0.8966,0.00939893731511097,USHD,1.0
0.8966,0.00939893731511097,MGSA,1.0
0.8966,0.00939893731511097,IMPD,1.0
0.8966,0.00939893731511097,PPS,1.0
0.8966,0.00939893731511097,LPADSS,1.0
0.8966,0.00939893731511097,TDSK,1.0
0.8966,0.00939893731511097,TMPPP,1.0
0.8966,0.00939893731511097,EDA,0.0
0.8966,0.00939893731511097,NTPP1,1.0
0.8966,0.00939893731511097,URIK1,1.0
0.8966,0.00939893731511097,URIK2,1.0
0.8966,0.00939893731511097,NTPP2,1.0
0.8966,0.00939893731511097,PGL,1.0
0.8966,0.00939893731511097,NTPTP1,0.0
0.8966,0.00939893731511097,NTPTP2,0.0
0.8966,0.00939893731511097,CYTDK1,1.0
0.8966,0.00939893731511097,DHQTi,1.0
0.8966,0.00939893731511097,IPMD,1.0
0.8966,0.00939893731511097,G6PDA,1.0
0.8966,0.00939893731511097,RNDR1,1.0
0.8966,0.00939893731511097,RNDR3,1.0
0.8966,0.00939893731511097,RNDR4,1.0
0.8966,0.00939893731511097,ALDD2y,1.0
0.8966,0.00939893731511097,TMDS,1.0
0.8966,0.00939893731511097,TMDK1,1.0
0.8966,0.00939893731511097,PPCDC,1.0
0.8966,0.00939893731511097,FTHFD,1.0
0.8966,0.00939893731511097,DHAD1,1.0
0.8966,0.00939893731511097,G3PD7,1.0
0.8966,0.00939893731511097,EDD,0
0.8966,0.00939893731511097,NADH9,1.0
0.8966,0.00939893731511097,NADH10,1.0
0.8966,0.00939893731511097,INSK,1.0
0.8966,0.00939893731511097,ABTA,0.0
0.8966,0.00939893731511097,FMNAT,1.0
0.8966,0.00939893731511097,PYDXNK,1.0
0.8966,0.00939893731511097,PYAM5PO,0
0.8966,0.00939893731511097,SSALx,0
0.8966,0.00939893731511097,ASPT,1.0
0.8966,0.00939893731511097,SERD_L,1.0
0.8966,0.00939893731511097,NADDP,1.0
0.8966,0.00939893731511097,THRD,0.0
0.8966,0.00939893731511097,HEX4,1.0
0.8966,0.00939893731511097,NMNAT,1.0
0.8966,0.00939893731511097,HMPK1,0
0.8966,0.00939893731511097,ACCOAC,1.0
0.8966,0.00939893731511097,NADK,1.0
0.8966,0.00939893731511097,GLXCL,1.0
0.8966,0.00939893731511097,SUCBZS,0
0.8966,0.00939893731511097,ICHORT,0
0.8966,0.00939893731511097,RBK_L1,0
0.8966,0.00939893731511097,TARTD,0
0.8966,0.00939893731511097,NTD2,1.0
0.8966,0.00939893731511097,GLCRAL,0.0
0.8966,0.00939893731511097,NTD4,1.0
