max_growth,k_val,rxns,Z
0.71739,0.145837711,CYTDK2,1
0.71739,0.145837711,XPPT,1
0.71739,0.145837711,HXPRT,1
0.71739,0.145837711,OMPDC,1
0.71739,0.145837711,G5SD,1
0.71739,0.145837711,CS,1
0.71739,0.145837711,ALATA_L2,1
0.71739,0.145837711,PTRCTA,0
0.71739,0.145837711,ACS,1
0.71739,0.145837711,CYSDS,1
0.71739,0.145837711,PPA,1
0.71739,0.145837711,APRAUR,1
0.71739,0.145837711,PPCK,1
0.71739,0.145837711,ME1,1
0.71739,0.145837711,DB4PS,1
0.71739,0.145837711,RBFK,1
0.71739,0.145837711,XYLK,0
0.71739,0.145837711,RBK,1
0.71739,0.145837711,GLYK,1
0.71739,0.145837711,ACP1_FMN,1
0.71739,0.145837711,RBFSb,1
0.71739,0.145837711,NDP3,1
0.71739,0.145837711,CDPPH,1
0.71739,0.145837711,NDP7,1
0.71739,0.145837711,FBP,1
0.71739,0.145837711,GLGC,1
0.71739,0.145837711,ALATA_D2,1
0.71739,0.145837711,PYK,1
0.71739,0.145837711,PMDPHT,1
0.71739,0.145837711,CPPPGO,1
0.71739,0.145837711,DHORD5,1
0.71739,0.145837711,GLYCTO2,1
0.71739,0.145837711,GLYCTO3,0
0.71739,0.145837711,GLYCTO4,1
0.71739,0.145837711,RBFSa,1
0.71739,0.145837711,ACHBS,1
0.71739,0.145837711,PFK_3,1
0.71739,0.145837711,DHAD2,1
0.71739,0.145837711,ACLS,1
0.71739,0.145837711,TRPS2,1
0.71739,0.145837711,G3PD5,1
0.71739,0.145837711,G1PP,0
0.71739,0.145837711,PFL,1
0.71739,0.145837711,ANS,1
0.71739,0.145837711,FRD2,1
0.71739,0.145837711,FRD3,1
0.71739,0.145837711,ANPRT,1
0.71739,0.145837711,POX,1
0.71739,0.145837711,CHORM,1
0.71739,0.145837711,CHORS,1
0.71739,0.145837711,IGPS,1
0.71739,0.145837711,LEUTAi,1
0.71739,0.145837711,DMATT,1
0.71739,0.145837711,GRTT,1
0.71739,0.145837711,UPP3S,1
0.71739,0.145837711,UPPDC1,1
0.71739,0.145837711,MOAT,1
0.71739,0.145837711,UDCPDPS,1
0.71739,0.145837711,USHD,1
0.71739,0.145837711,MGSA,1
0.71739,0.145837711,IMPD,1
0.71739,0.145837711,PPS,1
0.71739,0.145837711,LPADSS,1
0.71739,0.145837711,TDSK,1
0.71739,0.145837711,TMPPP,1
0.71739,0.145837711,EDA,1
0.71739,0.145837711,NTPP1,1
0.71739,0.145837711,URIK1,1
0.71739,0.145837711,URIK2,1
0.71739,0.145837711,NTPP2,1
0.71739,0.145837711,PGL,1
0.71739,0.145837711,NTPTP1,0
0.71739,0.145837711,NTPTP2,0
0.71739,0.145837711,CYTDK1,1
0.71739,0.145837711,DHQTi,1
0.71739,0.145837711,IPMD,1
0.71739,0.145837711,G6PDA,1
0.71739,0.145837711,RNDR1,1
0.71739,0.145837711,RNDR3,1
0.71739,0.145837711,RNDR4,1
0.71739,0.145837711,ALDD2y,1
0.71739,0.145837711,TMDS,1
0.71739,0.145837711,TMDK1,1
0.71739,0.145837711,PPCDC,1
0.71739,0.145837711,FTHFD,1
0.71739,0.145837711,DHAD1,1
0.71739,0.145837711,G3PD7,1
0.71739,0.145837711,EDD,1
0.71739,0.145837711,NADH9,1
0.71739,0.145837711,NADH10,1
0.71739,0.145837711,INSK,1
0.71739,0.145837711,ABTA,0
0.71739,0.145837711,FMNAT,1
0.71739,0.145837711,PYDXNK,1
0.71739,0.145837711,PYAM5PO,1
0.71739,0.145837711,SSALx,0
0.71739,0.145837711,ASPT,1
0.71739,0.145837711,SERD_L,1
0.71739,0.145837711,NADDP,1
0.71739,0.145837711,THRD,0
0.71739,0.145837711,HEX4,1
0.71739,0.145837711,NMNAT,1
0.71739,0.145837711,HMPK1,0
0.71739,0.145837711,ACCOAC,1
0.71739,0.145837711,NADK,1
0.71739,0.145837711,GLXCL,1
0.71739,0.145837711,SUCBZS,0
0.71739,0.145837711,ICHORT,0
0.71739,0.145837711,RBK_L1,0
0.71739,0.145837711,TARTD,0
0.71739,0.145837711,NTD2,1
0.71739,0.145837711,GLCRAL,0
0.71739,0.145837711,NTD4,1
0.71739,0.145837711,NTD5,1
0.71739,0.145837711,HEMEOS,0
0.71739,0.145837711,ADMDC,1
0.71739,0.145837711,AGMT,1
0.71739,0.145837711,NTD6,0
0.71739,0.145837711,LGTHL,0
0.71739,0.145837711,PYDXPP,1
0.71739,0.145837711,PDXPP,1
0.71739,0.145837711,ARGDC,1
0.71739,0.145837711,ARGSS,1
0.71739,0.145837711,SPMS,1
0.71739,0.145837711,DXPS,1
0.71739,0.145837711,OAADC,1
0.71739,0.145837711,MNNH,0
0.71739,0.145837711,CDPMEK,1
0.71739,0.145837711,ALTRH,0
0.71739,0.145837711,DDGLK,0
0.71739,0.145837711,ICL,1
0.71739,0.145837711,UAGDP,1
0.71739,0.145837711,UAGCVT,1
0.71739,0.145837711,GLYCL,1
0.71739,0.145837711,CMPN,1
0.71739,0.145837711,NNDPR,1
0.71739,0.145837711,HCYSMT,1
0.71739,0.145837711,DMQMT,0
0.71739,0.145837711,LACZ,0
0.71739,0.145837711,TRE6PH,0
0.71739,0.145837711,PPC,1
0.71739,0.145837711,ICHORS_copy1,0
0.71739,0.145837711,G3PT,1
0.71739,0.145837711,CINNDO,0
0.71739,0.145837711,DHPPD,0
0.71739,0.145837711,DHCIND,0
0.71739,0.145837711,CITL,1
0.71739,0.145837711,GOFUCR,0
0.71739,0.145837711,PYDXK,1
0.71739,0.145837711,DNMPPA,1
0.71739,0.145837711,HPPK2,1
0.71739,0.145837711,PTPATi,1
0.71739,0.145837711,HEX7,1
0.71739,0.145837711,DXPRIi,1
0.71739,0.145837711,GTPCII2,1
0.71739,0.145837711,URIC,1
0.71739,0.145837711,SADT2,1
0.71739,0.145837711,OPHBDC,1
0.71739,0.145837711,OHPHM,0
0.71739,0.145837711,DHORD2,1
0.71739,0.145837711,PFK_2,0
0.71739,0.145837711,ACACCT,0
0.71739,0.145837711,SDPDS,1
0.71739,0.145837711,DMSOR1,0
0.71739,0.145837711,PGLYCP,0
0.71739,0.145837711,DKGLCNR2y,0
0.71739,0.145837711,G1PTT,0
0.71739,0.145837711,TDPGDH,0
0.71739,0.145837711,ADCS,1
0.71739,0.145837711,ADCL,1
0.71739,0.145837711,DHAPT,1
0.71739,0.145837711,UDPGALM,0
0.71739,0.145837711,TDPDRE,0
0.71739,0.145837711,TDPDRR,0
0.71739,0.145837711,RZ5PP,0
0.71739,0.145837711,DURIK1,1
0.71739,0.145837711,G3PD6,1
0.71739,0.145837711,ALLTN,1
0.71739,0.145837711,UAPGR,1
0.71739,0.145837711,UPPRT,1
0.71739,0.145837711,NTD9,1
0.71739,0.145837711,CTPS2,1
0.71739,0.145837711,NTD1,1
0.71739,0.145837711,NTD7,1
0.71739,0.145837711,PAPPT3,1
0.71739,0.145837711,UAGPT3,1
0.71739,0.145837711,AOBUTDs,0
0.71739,0.145837711,ADNUC,1
0.71739,0.145837711,GMHEPPA,0
0.71739,0.145837711,S7PI,0
0.71739,0.145837711,TRPS3,1
0.71739,0.145837711,AGMHE,0
0.71739,0.145837711,NTD10,1
0.71739,0.145837711,GMHEPAT,0
0.71739,0.145837711,ADPT,1
0.71739,0.145837711,IDOND2,1
0.71739,0.145837711,FADRx,1
0.71739,0.145837711,GTPDPK,1
0.71739,0.145837711,NADN,1
0.71739,0.145837711,GLYCLTDx,1
0.71739,0.145837711,HPYRRy,1
0.71739,0.145837711,ACODA,1
0.71739,0.145837711,ADA,1
0.71739,0.145837711,DADA,0
0.71739,0.145837711,ADD,1
0.71739,0.145837711,HBZOPT,1
0.71739,0.145837711,PNTK,1
0.71739,0.145837711,ADSS,1
0.71739,0.145837711,AGDC,1
0.71739,0.145837711,OCTDPS,1
0.71739,0.145837711,ASNN,1
0.71739,0.145837711,DPCOAK,1
0.71739,0.145837711,HETZK,0
0.71739,0.145837711,ASNS2,1
0.71739,0.145837711,ASPCT,1
0.71739,0.145837711,KDOPS,1
0.71739,0.145837711,KDOPP,1
0.71739,0.145837711,DMPPS,1
