max_growth,k_val,mets,min,max
0.9028,0.025,x_accoa_c,0.0005146273693449031,0.004378392744368386
0.9028,0.025,x_ac_c,0.00017320188747038147,0.004323581996765334
0.9028,0.025,x_atp_c,0.0002530760673626272,0.0039397831111486975
0.9028,0.025,x_nad_c,0.0006376986691977475,0.0059850975875037765
0.9028,0.0245,x_accoa_c,0.0005323597397572359,0.003950269587335543
0.9028,0.0245,x_ac_c,0.00019613846409491102,0.0038820466050770407
0.9028,0.0245,x_atp_c,0.0002871697046371159,0.0035376284622073094
0.9028,0.0245,x_nad_c,0.0006963045463632549,0.005374152496573244
0.9028,0.024,x_accoa_c,0.0005532905282104118,0.003564008695361161
0.9028,0.024,x_ac_c,0.00022409960882405057,0.003485601951174873
0.9028,0.024,x_atp_c,0.0003273622448899249,0.003018914660046674
0.9028,0.024,x_nad_c,0.0007670680336986448,0.004825481721649804
0.9028,0.0235,x_accoa_c,0.0005802498807876763,0.003109674557592136
0.9028,0.0235,x_ac_c,0.00026739512265886725,0.0029236098552340986
0.9028,0.0235,x_atp_c,0.00037880845702595447,0.0023942015389458848
0.9028,0.0235,x_nad_c,0.0008538645909344002,0.004332791562483246
0.9028,0.023,x_accoa_c,0.0006091135824732334,0.0025184260231725783
0.9028,0.023,x_ac_c,0.0003575394722591138,0.0023171866781203877
0.9028,0.023,x_atp_c,0.0004404016793101878,0.0018987621892572473
0.9028,0.023,x_nad_c,0.0009579809651944803,0.0038904060177194235
0.9028,0.0225,x_accoa_c,0.0006565746331303902,0.0020395756026196318
0.9028,0.0225,x_ac_c,0.0005008287882281035,0.001818582960381647
0.9028,0.0225,x_atp_c,0.0005289940485048432,0.0014660637996708463
0.9028,0.0225,x_nad_c,0.0011302425257051147,0.003493188655029841
0.9028,0.022,x_accoa_c,0.0007607347815743447,0.00132860185067925
0.9028,0.022,x_ac_c,0.0008460042489726995,0.0011242185092004728
0.9028,0.022,x_atp_c,0.0006511184351374889,0.0008005245613114066
0.9028,0.022,x_nad_c,0.0014714132763678745,0.002280073228571755
0.9028,0.0215,x_accoa_c,0.0014391968483509962,0.0014391968483509962
0.9028,0.0215,x_ac_c,0.0009210802836560624,0.0009210802836560624
0.9028,0.0215,x_atp_c,0.000642774778181204,0.000642774778181204
0.9028,0.0215,x_nad_c,0.002408330584719727,0.002408330584719727
0.9028,0.020999999999999998,x_accoa_c,0.001090892017952422,0.001090892017952422
0.9028,0.020999999999999998,x_ac_c,0.0009468911891262893,0.0009468911891262893
0.9028,0.020999999999999998,x_atp_c,0.0007152323181942147,0.0007152323181942147
0.9028,0.020999999999999998,x_nad_c,0.00192611539867059,0.00192611539867059
0.9026,0.020499999999999997,x_accoa_c,0.0008161999361028072,0.0008161999361028072
0.9026,0.020499999999999997,x_ac_c,0.000946891189126286,0.000946891189126286
0.9026,0.020499999999999997,x_atp_c,0.0007152323181942147,0.0007152323181942147
0.9026,0.020499999999999997,x_nad_c,0.0015409213177495372,0.0015409213177495372
0.9026,0.019999999999999997,x_accoa_c,0.0008727300383901785,0.0008727300383901785
0.9026,0.019999999999999997,x_ac_c,0.0009468911891262893,0.0009468911891262893
0.9026,0.019999999999999997,x_atp_c,0.0007152323181942147,0.0007152323181942147
0.9026,0.019999999999999997,x_nad_c,0.0015409213177495372,0.0015409213177495372
0.9014,0.019499999999999997,x_accoa_c,0.0009407276821804092,0.0009407276821804092
0.9014,0.019499999999999997,x_ac_c,0.0009234997536631169,0.0009234997536631169
0.9014,0.019499999999999997,x_atp_c,0.0007333485229315234,0.0007333485229315234
0.9014,0.019499999999999997,x_nad_c,0.002320231359051347,0.002320231359051347
0.9012,0.018999999999999996,x_accoa_c,0.0007663569206028805,0.0007717977199819303
0.9012,0.018999999999999996,x_ac_c,0.0009430470611170906,0.0009491004053852102
0.9012,0.018999999999999996,x_atp_c,0.0007135676849605671,0.0007181478085241875
0.9012,0.018999999999999996,x_nad_c,0.001539804883346834,0.0015617460884622117
0.9008,0.018499999999999996,x_accoa_c,0.0003865247251940051,0.007050342257088044
0.9008,0.018499999999999996,x_ac_c,1.0000000000000004e-06,0.003966620819439941
0.9008,0.018499999999999996,x_atp_c,0.0002736252071828432,0.005878773965358317
0.9008,0.018499999999999996,x_nad_c,0.0003375704888652542,0.005394043901174908
0.9008,0.017999999999999995,x_accoa_c,0.00040265303515869214,0.006266361023634586
