max_growth,k_val,MDF
0.876993338967759,0.17,0.01
0.876992504746463,0.175,0.01
0.8769955591670628,0.18,0.01
0.8769955525691329,0.185,0.01
0.8769947249415511,0.19,0.01
0.8769947315394582,0.195,0.01
0.876995552569138,0.2,0.01
0.8675913796197179,0.205,0.01
0.8581864032487472,0.21,0.01
0.8487822327177286,0.215,0.01
0.8393788670864542,0.22,0.01
0.8299746940663204,0.225,0.01
0.8205705148727449,0.23,0.01
0.8111663480260187,0.235,0.01
0.8017621750058699,0.24,0.01
0.7923579960245339,0.245,0.01
0.78295382896557,0.25,0.01
0.7735496501257475,0.255,0.01
0.764145482925264,0.26,0.01
0.7547413099051213,0.265,0.01
0.7453371312775476,0.27,0.01
0.7359329583281459,0.275,0.01
0.7263537037396545,0.28,0.01
0.7167024208897428,0.285,0.01
0.7070524800795372,0.29,0.01
0.6973983897285634,0.295,0.01
0.6877470871433742,0.3,0.01
0.6780970763353698,0.305,0.01
0.668445273267506,0.31,0.01
0.650336346151448,0.315,0.01
0.6288447222260738,0.32,0.01
0.6073474180615778,0.325,0.01
0.5858563495535082,0.33,0.01
0.5643617764303253,0.335,0.01
0.5428671932329423,0.34,0.01
0.52137261003557,0.345,0.01
0.49987513438980447,0.35,0.01
0.4783806755667195,0.355,0.01
0.4568888604434411,0.36,0.01
0.43538168090997337,0.365,0.01
0.413899157880868,0.37,0.01
0.3924051041036385,0.375,0.01
0.37091052127587515,0.38,0.01
0.34939168406009746,0.385,0.01
0.3279209364681404,0.39,0.01
0.3064267727925909,0.395,0.01
0.28493219486442667,0.4,0.01
0.2634372749385718,0.405,0.01
0.24194271921577942,0.41,0.01
0.22044816349298507,0.415,0.01
0.1989538620749205,0.42,0.01
0.17745905204736637,0.425,0.01
0.15596469568016502,0.43,0.01
0.13446959684114992,0.435,0.01
0.11297552928540247,0.44,0.01
0.09148094608803348,0.445,0.01
0.06998636168718857,0.45,0.01
0.048491436289123335,0.455,0.01
0.026997161523599735,0.46,0.01
0.005502606170418645,0.465,0.01
