k_val,mets,ln_met,exp_met
0.146,x_3hodcoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_od2coa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_dd2coa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_acmalt_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_LalaDglu_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_ddcacoa_c,9.99999999999997e-07,9.999999999999976e-07
0.146,x_arab__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_allul6p_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_hmgth_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_dhmptp_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_h2_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_3oocoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_4per_c,3.0345760005175734e-06,3.034297787787083e-06
0.146,x_8aonn_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_amob_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_acglc__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_56dura_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_hdd2coa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_tdec2eACP_c,1.004042327270682e-06,1.0040341790266354e-06
0.146,x_cdec3eACP_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_galur_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_acon_C_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_2amsa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_psclys_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_frulys_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_3ohodcoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_3hadpcoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_pacald_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_13ppd_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_ghb_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_appl_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_oxa_c,1.0000000000000004e-06,9.999999999999976e-07
0.146,x_prpncoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cytd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gtp_c,2.30578068229628e-06,2.227081593703779e-06
0.165,x_cmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_prpp_c,5.9071740161787796e-06,5.860388668963768e-06
0.165,x_xan_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ppi_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_xmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hxan_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_imp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_orot5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_co2_c,0.0027004066976993105,0.0026410655274670732
0.165,x_ump_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glu5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_nadph_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glu5sa_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_nadp_c,2.493097251173998e-06,2.4459224502068375e-06
0.165,x_pi_c,7.804321372200719e-05,7.801064904934573e-05
0.165,x_accoa_c,0.001210305792851173,0.0012098076256121734
0.165,x_oaa_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cit_c,5.219950948793832e-05,5.186656534890703e-05
0.165,x_coa_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ala__L_c,9.692153205950931e-06,9.663893681878573e-06
0.165,x_pydx5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pyam5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pyr_c,0.0003242078801367105,0.00031230196952817006
0.165,x_akg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ptrc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4abutn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glu__L_c,0.00019591640240920443,0.0001912082472229062
0.165,x_ac_c,0.0007879214817299875,0.000784877601563619
0.165,x_atp_c,0.0009405064626458863,0.0009122764153891216
0.165,x_amp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cys__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_h2s_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_nh4_c,0.0029053905451955717,0.002798695667515824
0.165,x_5apru_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_5aprbu_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adp_c,1.000000000000004e-06,9.999999999999976e-07
0.165,x_pep_c,9.458311441690235e-06,9.445029195404071e-06
0.165,x_mal__L_c,1.6854912291948574e-05,1.679936425289728e-05
0.165,x_nad_c,0.002685671663561893,0.0026292774524430546
0.165,x_nadh_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ru5p__D_c,4.377743214029157e-05,4.3699473432974806e-05
0.165,x_db4p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_for_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ribflv_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fmn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_xylu__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_xu5p__D_c,4.576303620395133e-06,4.538193377070612e-06
0.165,x_rib__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_r5p_c,0.0002631891143478318,0.0002621735984395172
0.165,x_glyc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glyc3p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dmlz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4r5au_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_f6p_c,3.5470900316630013e-06,3.5014630265426167e-06
0.165,x_g1p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adpglc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ala__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cpppg3_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_o2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pppg9_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhor__S_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_mqn8_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_mql8_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_orot_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glyclt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_q8_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glx_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_q8h2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2dmmq8_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2dmmql8_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2obut_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_2ahbut_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_s7p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_s17bp_c,0.0001027142103378138,0.0001000704324229018
0.165,x_23dhmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3mop_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_alac__S_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_indole_c,0.00031323204643236797,0.0003040220987650735
0.165,x_ser__L_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_trp__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhap_c,0.0017790221088167107,0.0017419368688699269
0.165,x_glc__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_chor_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gln__L_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_anth_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fum_c,4.245294770273081e-06,4.149316627454267e-06
0.165,x_succ_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pran_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pphn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3psme_c,1.0000000000000004e-06,9.99999999999998e-07
0.165,x_2cpr5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3ig3p_c,0.0001272617375842423,0.00012674074421435678
0.165,x_4mop_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_leu__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dmpp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ipdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_grdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_frdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hmbil_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uppg3_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ckdo_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_lipidA_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_kdolipid4_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udcpdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_u23ga_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_lipidX_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_mthgxl_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_lipidAds_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2mahmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4mpetz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_thmmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2ddg6p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_g3p_c,0.00017730669400067777,0.00017282128861105723
0.165,x_dgtp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dgmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uri_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_6pgl_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_6pgc_c,2.905807758039253e-06,2.904495372331979e-06
0.165,x_dgsn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pppi_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gsn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3dhq_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3dhsk_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3c2hmp_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_3c4mop_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gam6p_c,3.5534532342356546e-06,3.5068284592876253e-06
0.165,x_trdrd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dadp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_trdox_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dcdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dudp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_acald_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dump_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_mlthf_c,3.1755492379488917e-06,3.1702328225961752e-06
0.165,x_dhf_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_thymd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4ppcys_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pan4p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_10fthf_c,5.264824983475763e-06,5.264129389447869e-06
0.165,x_thf_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_23dhmb_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3mob_c,1.5473134357891724e-05,1.5473101242623015e-05
0.165,x_ins_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4abut_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_sucsal_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fad_c,4.353962778388853e-06,4.28022866411975e-06
0.165,x_pydxn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pdx5p_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_h2o2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_asp__L_c,3.345335421440917e-05,3.274886891928253e-05
0.165,x_nmn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_thr__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2aobut_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_man_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_man6p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4ahmmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4ampm_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hco3_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_malcoa_c,0.07794278999241652,0.0750804909951231
0.165,x_2h3oppan_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2shchc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_sucbz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ichor_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_23ddhb_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_rbl__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ru5p__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tartr__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_5dh4dglc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pheme_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hemeO_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_amet_c,0.08036755337902325,0.07814403438050627
0.165,x_ametam_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_agm_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_urea_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_damp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dad_2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gthrd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_lgt__S_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pydx_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_arg__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_citr__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_argsuc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_5mta_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_spmd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dxyl5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_mana_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2ddglcn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4c2me_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2p4c2me_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_altrn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_icit_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_acgam1p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_utp_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_uacgam_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uaccg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gly_c,1.8782653297614957e-05,1.8478442629562148e-05
0.165,x_csn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_quln_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_nicrnt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hcys__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ahcys_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_met__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2omhmbl_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_lcts_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gal_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tre6p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_g6p_c,6.259474178660007e-05,6.0296070329380496e-05
0.165,x_cinnm_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cenchddd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cechddd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhpppn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhcinnm_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdpofuc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdpfuc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhpmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhnpt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_6hmhpt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_6hmhptpp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dpcoa_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fru_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2me4p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_25drapp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_urate_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_alltn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_so4_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_aps_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3ophb_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2oph_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2ohph_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2omph_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tag6p__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tagdp__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_acac_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_aacoa_c,3.873817122976731e-05,3.8023135848362925e-05
0.165,x_sl26da_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_26dap_LL_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dmso_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dms_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_2pglyc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_25dkglcn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_5dglcn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dttp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdpglu_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdp4d6dg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4adcho_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4abz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dha_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udpgal_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udpgalfur_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdp4d6dm_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdprmn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_5prdmbz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_rdmbzi_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_duri_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_alltt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uamr_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ura_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ctp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udcpp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ugmda_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uagmda_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uaagmda_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_aact_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ade_c,3.7696121667185065e-06,3.683605933838205e-06
0.165,x_gmhep17bp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gmhep1p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gmhep7p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adphep_DD_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adphep_LD_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_xtsn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_idon__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fadh2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdptp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_adprib_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ncam_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_hpyr_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glyc__R_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_acorn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_orn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_din_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4hbz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_octdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pnto__R_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4ppan_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dcamp_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_acgam6p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_asn__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4mhetz_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cbp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cbasp_c,1.8831779839644578e-05,1.851894384974977e-05
0.165,x_ara5p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_kdo8p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_kdo_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_h2mb4p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_succoa_c,0.00021815381320168016,0.00021705527751121612
0.165,x_sucarg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_sucglu_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_cynt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_23dhdp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_thdp_c,0.00018738219778125756,0.00018050094709890288
0.165,x_hom__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_phom_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gtspmd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gua_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_suchms_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_phpyr_c,1.7704873530763285e-06,1.770025369793387e-06
0.165,x_tmao_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tma_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_e4p_c,1.2631417045175043e-05,1.2326823678691663e-05
0.165,x_2dda7p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_nac_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_1pyr5c_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_f1p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_N1aspmd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_rhcys_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dhptd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3dhgulnp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_xu5p__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_n8aspmd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdp4addg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dtdp4aaddg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_23doguln_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3dhguln_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_tre_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_betald_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glyb_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_maltpt_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_maltttr_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fmnh2_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_melib_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fcl__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_fc1p_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_udpg_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_26dap__M_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uamag_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ugmd_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_uama_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_glu__D_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_urdglyc_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_dctp_c,1.0000000000000004e-06,1.0000000000000006e-06
0.165,x_dcmp_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_op4en_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_4h2opntn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_pro__L_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_3hpppn_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdpmann_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_gdpddman_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_ala_B_c,1.0000000000000004e-06,9.999999999999976e-07
0.165,x_alaala_c,1.0000000000000004e-06,9.999999999999976e-07
