max_growth,k_val,MDF
0.876993338967759,0.17,0.01
0.876992504746463,0.175,0.01
0.8769955591670628,0.18,0.01
0.8769955525691329,0.185,0.01
0.8769947249415511,0.19,0.01
0.8769947315394582,0.195,0.01
0.876995552569138,0.2,0.01
0.8581872066703324,0.205,0.01
0.8393788670864649,0.21,0.01
0.8205697404938892,0.215,0.01
0.801762175005881,0.22,0.01
0.7829530900858847,0.225,0.01
0.7641454829252792,0.23,0.01
0.7453371312775493,0.235,0.01
0.7263560916746568,0.24,0.01
0.7070501610655922,0.245,0.01
0.6877484053385201,0.25,0.01
0.668445273267515,0.255,0.01
0.6288018536604053,0.26,0.01
0.5858563596277099,0.265,0.01
0.5428671838979817,0.27,0.01
0.49987801824245925,0.275,0.01
0.4568862167436293,0.28,0.01
0.41389676293583383,0.285,0.01
0.37091005355255124,0.29,0.01
0.3279213612591803,0.295,0.01
0.2849321948644261,0.3,0.01
0.24194162851271211,0.305,0.01
0.1989527108665392,0.31,0.01
0.15596379322036746,0.315,0.01
0.11297538487898962,0.32,0.01
0.06998627222995957,0.325,0.01
0.026997196495912562,0.33,0.01
